t,ano,mes,cotacao,ipca_acumulado,cpi,selic,divida_pp,fed_rate,cotacao_1,ipca_acumulado_1,cpi_1,selic_1,divida_pp_1,fed_rate_1,cotacao_2,ipca_acumulado_2,cpi_2,selic_2,divida_pp_2,fed_rate_2,cotacao_3,ipca_acumulado_3,cpi_3,selic_3,divida_pp_3,fed_rate_3,cotacao_4,ipca_acumulado_4,cpi_4,selic_4,divida_pp_4,fed_rate_4,cotacao_5,ipca_acumulado_5,cpi_5,selic_5,divida_pp_5,fed_rate_5
198,2016,6,3.2126,117.33999999999995,240.222,14.15,67.51,0.38,3.6105,116.98999999999994,239.557,14.150000000000002,67.58,0.37,3.4352,116.20999999999994,238.992,14.150000000000002,66.62,0.37,3.5925,115.59999999999994,238.08,14.15,66.33,0.36,4.0156,115.16999999999993,237.336,14.150000000000004,66.66,0.38,3.9973,114.26999999999995,237.652,14.150000000000002,66.51,0.34
197,2016,5,3.6105,116.98999999999994,239.557,14.150000000000002,67.58,0.37,3.4352,116.20999999999994,238.992,14.150000000000002,66.62,0.37,3.5925,115.59999999999994,238.08,14.15,66.33,0.36,4.0156,115.16999999999993,237.336,14.150000000000004,66.66,0.38,3.9973,114.26999999999995,237.652,14.150000000000002,66.51,0.34,3.9593,112.99999999999994,237.761,14.15,65.5,0.24
196,2016,4,3.4352,116.20999999999994,238.992,14.150000000000002,66.62,0.37,3.5925,115.59999999999994,238.08,14.15,66.33,0.36,4.0156,115.16999999999993,237.336,14.150000000000004,66.66,0.38,3.9973,114.26999999999995,237.652,14.150000000000002,66.51,0.34,3.9593,112.99999999999994,237.761,14.15,65.5,0.24,3.8675,112.03999999999994,238.017,14.150000000000002,64.29,0.12
195,2016,3,3.5925,115.59999999999994,238.08,14.15,66.33,0.36,4.0156,115.16999999999993,237.336,14.150000000000004,66.66,0.38,3.9973,114.26999999999995,237.652,14.150000000000002,66.51,0.34,3.9593,112.99999999999994,237.761,14.15,65.5,0.24,3.8675,112.03999999999994,238.017,14.150000000000002,64.29,0.12,3.8562,111.02999999999994,237.733,14.150000000000002,63.93,0.12
194,2016,2,4.0156,115.16999999999993,237.336,14.150000000000004,66.66,0.38,3.9973,114.26999999999995,237.652,14.150000000000002,66.51,0.34,3.9593,112.99999999999994,237.761,14.15,65.5,0.24,3.8675,112.03999999999994,238.017,14.150000000000002,64.29,0.12,3.8562,111.02999999999994,237.733,14.150000000000002,63.93,0.12,3.9478,110.20999999999994,237.498,14.150000000000002,63.65,0.14
193,2016,1,3.9973,114.26999999999995,237.652,14.150000000000002,66.51,0.34,3.9593,112.99999999999994,237.761,14.15,65.5,0.24,3.8675,112.03999999999994,238.017,14.150000000000002,64.29,0.12,3.8562,111.02999999999994,237.733,14.150000000000002,63.93,0.12,3.9478,110.20999999999994,237.498,14.150000000000002,63.65,0.14,3.6187,109.66999999999993,238.033,14.150000000000002,62.97,0.14
192,2015,12,3.9593,112.99999999999994,237.761,14.15,65.5,0.24,3.8675,112.03999999999994,238.017,14.150000000000002,64.29,0.12,3.8562,111.02999999999994,237.733,14.150000000000002,63.93,0.12,3.9478,110.20999999999994,237.498,14.150000000000002,63.65,0.14,3.6187,109.66999999999993,238.033,14.150000000000002,62.97,0.14,3.4204,109.44999999999993,238.034,13.693478260869565,62.17,0.13
191,2015,11,3.8675,112.03999999999994,238.017,14.150000000000002,64.29,0.12,3.8562,111.02999999999994,237.733,14.150000000000002,63.93,0.12,3.9478,110.20999999999994,237.498,14.150000000000002,63.65,0.14,3.6187,109.66999999999993,238.033,14.150000000000002,62.97,0.14,3.4204,109.44999999999993,238.034,13.693478260869565,62.17,0.13,3.102,108.82999999999993,237.657,13.578571428571431,60.75,0.13
190,2015,10,3.8562,111.02999999999994,237.733,14.150000000000002,63.93,0.12,3.9478,110.20999999999994,237.498,14.150000000000002,63.65,0.14,3.6187,109.66999999999993,238.033,14.150000000000002,62.97,0.14,3.4204,109.44999999999993,238.034,13.693478260869565,62.17,0.13,3.102,108.82999999999993,237.657,13.578571428571431,60.75,0.13,3.1788,108.03999999999994,237.001,13.150000000000002,60.2,0.12
189,2015,9,3.9478,110.20999999999994,237.498,14.150000000000002,63.65,0.14,3.6187,109.66999999999993,238.033,14.150000000000002,62.97,0.14,3.4204,109.44999999999993,238.034,13.693478260869565,62.17,0.13,3.102,108.82999999999993,237.657,13.578571428571431,60.75,0.13,3.1788,108.03999999999994,237.001,13.150000000000002,60.2,0.12,3.014,107.29999999999991,236.222,12.677500000000002,59.11,0.12
188,2015,8,3.6187,109.66999999999993,238.033,14.150000000000002,62.97,0.14,3.4204,109.44999999999993,238.034,13.693478260869565,62.17,0.13,3.102,108.82999999999993,237.657,13.578571428571431,60.75,0.13,3.1788,108.03999999999994,237.001,13.150000000000002,60.2,0.12,3.014,107.29999999999991,236.222,12.677500000000002,59.11,0.12,3.1947,106.58999999999992,235.976,12.581818181818186,59.49,0.11
187,2015,7,3.4204,109.44999999999993,238.034,13.693478260869565,62.17,0.13,3.102,108.82999999999993,237.657,13.578571428571431,60.75,0.13,3.1788,108.03999999999994,237.001,13.150000000000002,60.2,0.12,3.014,107.29999999999991,236.222,12.677500000000002,59.11,0.12,3.1947,106.58999999999992,235.976,12.581818181818186,59.49,0.11,2.838,105.26999999999991,235.342,12.150000000000004,58.28,0.11
186,2015,6,3.102,108.82999999999993,237.657,13.578571428571431,60.75,0.13,3.1788,108.03999999999994,237.001,13.150000000000002,60.2,0.12,3.014,107.29999999999991,236.222,12.677500000000002,59.11,0.12,3.1947,106.58999999999992,235.976,12.581818181818186,59.49,0.11,2.838,105.26999999999991,235.342,12.150000000000004,58.28,0.11,2.6814,104.04999999999993,234.747,11.816666666666672,57.16,0.11
185,2015,5,3.1788,108.03999999999994,237.001,13.150000000000002,60.2,0.12,3.014,107.29999999999991,236.222,12.677500000000002,59.11,0.12,3.1947,106.58999999999992,235.976,12.581818181818186,59.49,0.11,2.838,105.26999999999991,235.342,12.150000000000004,58.28,0.11,2.6814,104.04999999999993,234.747,11.816666666666672,57.16,0.11,2.657,102.80999999999992,236.252,11.581818181818186,56.28,0.12
184,2015,4,3.014,107.29999999999991,236.222,12.677500000000002,59.11,0.12,3.1947,106.58999999999992,235.976,12.581818181818186,59.49,0.11,2.838,105.26999999999991,235.342,12.150000000000004,58.28,0.11,2.6814,104.04999999999993,234.747,11.816666666666672,57.16,0.11,2.657,102.80999999999992,236.252,11.581818181818186,56.28,0.12,2.5651,102.02999999999992,236.983,11.150000000000004,56.01,0.09
183,2015,3,3.1947,106.58999999999992,235.976,12.581818181818186,59.49,0.11,2.838,105.26999999999991,235.342,12.150000000000004,58.28,0.11,2.6814,104.04999999999993,234.747,11.816666666666672,57.16,0.11,2.657,102.80999999999992,236.252,11.581818181818186,56.28,0.12,2.5651,102.02999999999992,236.983,11.150000000000004,56.01,0.09,2.4779,101.51999999999991,237.43,10.921739130434787,55.43,0.09
182,2015,2,2.838,105.26999999999991,235.342,12.150000000000004,58.28,0.11,2.6814,104.04999999999993,234.747,11.816666666666672,57.16,0.11,2.657,102.80999999999992,236.252,11.581818181818186,56.28,0.12,2.5651,102.02999999999992,236.983,11.150000000000004,56.01,0.09,2.4779,101.51999999999991,237.43,10.921739130434787,55.43,0.09,2.4449,101.09999999999992,237.477,10.900000000000004,55.11,0.09
181,2015,1,2.6814,104.04999999999993,234.747,11.816666666666672,57.16,0.11,2.657,102.80999999999992,236.252,11.581818181818186,56.28,0.12,2.5651,102.02999999999992,236.983,11.150000000000004,56.01,0.09,2.4779,101.51999999999991,237.43,10.921739130434787,55.43,0.09,2.4449,101.09999999999992,237.477,10.900000000000004,55.11,0.09,2.2355,100.52999999999993,237.46,10.901428571428575,53.81,0.09
180,2014,12,2.657,102.80999999999992,236.252,11.581818181818186,56.28,0.12,2.5651,102.02999999999992,236.983,11.150000000000004,56.01,0.09,2.4779,101.51999999999991,237.43,10.921739130434787,55.43,0.09,2.4449,101.09999999999992,237.477,10.900000000000004,55.11,0.09,2.2355,100.52999999999993,237.46,10.901428571428575,53.81,0.09,2.2634,100.27999999999993,237.498,10.900000000000004,53.17,0.09
179,2014,11,2.5651,102.02999999999992,236.983,11.150000000000004,56.01,0.09,2.4779,101.51999999999991,237.43,10.921739130434787,55.43,0.09,2.4449,101.09999999999992,237.477,10.900000000000004,55.11,0.09,2.2355,100.52999999999993,237.46,10.901428571428575,53.81,0.09,2.2634,100.27999999999993,237.498,10.900000000000004,53.17,0.09,2.2137,100.26999999999992,237.231,10.900000000000004,52.75,0.1
178,2014,10,2.4779,101.51999999999991,237.43,10.921739130434787,55.43,0.09,2.4449,101.09999999999992,237.477,10.900000000000004,55.11,0.09,2.2355,100.52999999999993,237.46,10.901428571428575,53.81,0.09,2.2634,100.27999999999993,237.498,10.900000000000004,53.17,0.09,2.2137,100.26999999999992,237.231,10.900000000000004,52.75,0.1,2.2403,99.86999999999993,236.918,10.900000000000004,52.19,0.09
177,2014,9,2.4449,101.09999999999992,237.477,10.900000000000004,55.11,0.09,2.2355,100.52999999999993,237.46,10.901428571428575,53.81,0.09,2.2634,100.27999999999993,237.498,10.900000000000004,53.17,0.09,2.2137,100.26999999999992,237.231,10.900000000000004,52.75,0.1,2.2403,99.86999999999993,236.918,10.900000000000004,52.19,0.09,2.232,99.40999999999993,236.468,10.875000000000004,52.0,0.09
176,2014,8,2.2355,100.52999999999993,237.46,10.901428571428575,53.81,0.09,2.2634,100.27999999999993,237.498,10.900000000000004,53.17,0.09,2.2137,100.26999999999992,237.231,10.900000000000004,52.75,0.1,2.2403,99.86999999999993,236.918,10.900000000000004,52.19,0.09,2.232,99.40999999999993,236.468,10.875000000000004,52.0,0.09,2.2714,98.73999999999992,236.028,10.650000000000002,51.79,0.08
175,2014,7,2.2634,100.27999999999993,237.498,10.900000000000004,53.17,0.09,2.2137,100.26999999999992,237.231,10.900000000000004,52.75,0.1,2.2403,99.86999999999993,236.918,10.900000000000004,52.19,0.09,2.232,99.40999999999993,236.468,10.875000000000004,52.0,0.09,2.2714,98.73999999999992,236.028,10.650000000000002,51.79,0.08,2.3381,97.81999999999992,235.547,10.425000000000002,51.84,0.07
174,2014,6,2.2137,100.26999999999992,237.231,10.900000000000004,52.75,0.1,2.2403,99.86999999999993,236.918,10.900000000000004,52.19,0.09,2.232,99.40999999999993,236.468,10.875000000000004,52.0,0.09,2.2714,98.73999999999992,236.028,10.650000000000002,51.79,0.08,2.3381,97.81999999999992,235.547,10.425000000000002,51.84,0.07,2.4122,97.12999999999992,235.288,10.172727272727276,52.63,0.07
173,2014,5,2.2403,99.86999999999993,236.918,10.900000000000004,52.19,0.09,2.232,99.40999999999993,236.468,10.875000000000004,52.0,0.09,2.2714,98.73999999999992,236.028,10.650000000000002,51.79,0.08,2.3381,97.81999999999992,235.547,10.425000000000002,51.84,0.07,2.4122,97.12999999999992,235.288,10.172727272727276,52.63,0.07,2.3618,96.57999999999993,234.719,9.899523809523814,51.54,0.09
172,2014,4,2.232,99.40999999999993,236.468,10.875000000000004,52.0,0.09,2.2714,98.73999999999992,236.028,10.650000000000002,51.79,0.08,2.3381,97.81999999999992,235.547,10.425000000000002,51.84,0.07,2.4122,97.12999999999992,235.288,10.172727272727276,52.63,0.07,2.3618,96.57999999999993,234.719,9.899523809523814,51.54,0.09,2.3355,95.65999999999994,234.1,9.450000000000003,52.73,0.08
171,2014,3,2.2714,98.73999999999992,236.028,10.650000000000002,51.79,0.08,2.3381,97.81999999999992,235.547,10.425000000000002,51.84,0.07,2.4122,97.12999999999992,235.288,10.172727272727276,52.63,0.07,2.3618,96.57999999999993,234.719,9.899523809523814,51.54,0.09,2.3355,95.65999999999994,234.1,9.450000000000003,52.73,0.08,2.239,95.11999999999995,233.669,9.247826086956525,53.1,0.09
170,2014,2,2.3381,97.81999999999992,235.547,10.425000000000002,51.84,0.07,2.4122,97.12999999999992,235.288,10.172727272727276,52.63,0.07,2.3618,96.57999999999993,234.719,9.899523809523814,51.54,0.09,2.3355,95.65999999999994,234.1,9.450000000000003,52.73,0.08,2.239,95.11999999999995,233.669,9.247826086956525,53.1,0.09,2.2156,94.54999999999994,233.544,8.900000000000002,52.95,0.08
169,2014,1,2.4122,97.12999999999992,235.288,10.172727272727276,52.63,0.07,2.3618,96.57999999999993,234.719,9.899523809523814,51.54,0.09,2.3355,95.65999999999994,234.1,9.450000000000003,52.73,0.08,2.239,95.11999999999995,233.669,9.247826086956525,53.1,0.09,2.2156,94.54999999999994,233.544,8.900000000000002,52.95,0.08,2.3859,94.19999999999993,233.456,8.445454545454549,53.44,0.08
168,2013,12,2.3618,96.57999999999993,234.719,9.899523809523814,51.54,0.09,2.3355,95.65999999999994,234.1,9.450000000000003,52.73,0.08,2.239,95.11999999999995,233.669,9.247826086956525,53.1,0.09,2.2156,94.54999999999994,233.544,8.900000000000002,52.95,0.08,2.3859,94.19999999999993,233.456,8.445454545454549,53.44,0.08,2.2764,93.95999999999994,232.9,8.226086956521742,53.7,0.09
167,2013,11,2.3355,95.65999999999994,234.1,9.450000000000003,52.73,0.08,2.239,95.11999999999995,233.669,9.247826086956525,53.1,0.09,2.2156,94.54999999999994,233.544,8.900000000000002,52.95,0.08,2.3859,94.19999999999993,233.456,8.445454545454549,53.44,0.08,2.2764,93.95999999999994,232.9,8.226086956521742,53.7,0.09,2.2315,93.92999999999994,232.445,7.900000000000003,53.61,0.09
166,2013,10,2.239,95.11999999999995,233.669,9.247826086956525,53.1,0.09,2.2156,94.54999999999994,233.544,8.900000000000002,52.95,0.08,2.3859,94.19999999999993,233.456,8.445454545454549,53.44,0.08,2.2764,93.95999999999994,232.9,8.226086956521742,53.7,0.09,2.2315,93.92999999999994,232.445,7.900000000000003,53.61,0.09,2.1418,93.66999999999994,231.893,7.423809523809527,53.92,0.11
165,2013,9,2.2156,94.54999999999994,233.544,8.900000000000002,52.95,0.08,2.3859,94.19999999999993,233.456,8.445454545454549,53.44,0.08,2.2764,93.95999999999994,232.9,8.226086956521742,53.7,0.09,2.2315,93.92999999999994,232.445,7.900000000000003,53.61,0.09,2.1418,93.66999999999994,231.893,7.423809523809527,53.92,0.11,2.001,93.29999999999994,231.797,7.259090909090909,53.78,0.15
164,2013,8,2.3859,94.19999999999993,233.456,8.445454545454549,53.44,0.08,2.2764,93.95999999999994,232.9,8.226086956521742,53.7,0.09,2.2315,93.92999999999994,232.445,7.900000000000003,53.61,0.09,2.1418,93.66999999999994,231.893,7.423809523809527,53.92,0.11,2.001,93.29999999999994,231.797,7.259090909090909,53.78,0.15,2.0235,92.74999999999993,232.282,7.147499999999999,54.05,0.14
163,2013,7,2.2764,93.95999999999994,232.9,8.226086956521742,53.7,0.09,2.2315,93.92999999999994,232.445,7.900000000000003,53.61,0.09,2.1418,93.66999999999994,231.893,7.423809523809527,53.92,0.11,2.001,93.29999999999994,231.797,7.259090909090909,53.78,0.15,2.0235,92.74999999999993,232.282,7.147499999999999,54.05,0.14,1.9795,92.27999999999994,232.937,7.12388888888889,54.03,0.15
162,2013,6,2.2315,93.92999999999994,232.445,7.900000000000003,53.61,0.09,2.1418,93.66999999999994,231.893,7.423809523809527,53.92,0.11,2.001,93.29999999999994,231.797,7.259090909090909,53.78,0.15,2.0235,92.74999999999993,232.282,7.147499999999999,54.05,0.14,1.9795,92.27999999999994,232.937,7.12388888888889,54.03,0.15,1.9902,91.67999999999994,231.679,7.110000000000002,53.98,0.14
161,2013,5,2.1418,93.66999999999994,231.893,7.423809523809527,53.92,0.11,2.001,93.29999999999994,231.797,7.259090909090909,53.78,0.15,2.0235,92.74999999999993,232.282,7.147499999999999,54.05,0.14,1.9795,92.27999999999994,232.937,7.12388888888889,54.03,0.15,1.9902,91.67999999999994,231.679,7.110000000000002,53.98,0.14,2.0485,90.81999999999995,231.221,7.157500000000001,53.67,0.16
160,2013,4,2.001,93.29999999999994,231.797,7.259090909090909,53.78,0.15,2.0235,92.74999999999993,232.282,7.147499999999999,54.05,0.14,1.9795,92.27999999999994,232.937,7.12388888888889,54.03,0.15,1.9902,91.67999999999994,231.679,7.110000000000002,53.98,0.14,2.0485,90.81999999999995,231.221,7.157500000000001,53.67,0.16,2.1361,90.02999999999994,231.249,7.139999999999998,54.65,0.16
159,2013,3,2.0235,92.74999999999993,232.282,7.147499999999999,54.05,0.14,1.9795,92.27999999999994,232.937,7.12388888888889,54.03,0.15,1.9902,91.67999999999994,231.679,7.110000000000002,53.98,0.14,2.0485,90.81999999999995,231.221,7.157500000000001,53.67,0.16,2.1361,90.02999999999994,231.249,7.139999999999998,54.65,0.16,2.0309,89.42999999999995,231.638,7.230909090909088,54.52,0.16
158,2013,2,1.9795,92.27999999999994,232.937,7.12388888888889,54.03,0.15,1.9902,91.67999999999994,231.679,7.110000000000002,53.98,0.14,2.0485,90.81999999999995,231.221,7.157500000000001,53.67,0.16,2.1361,90.02999999999994,231.249,7.139999999999998,54.65,0.16,2.0309,89.42999999999995,231.638,7.230909090909088,54.52,0.16,2.0257,88.83999999999996,231.015,7.389999999999998,54.05,0.14
157,2013,1,1.9902,91.67999999999994,231.679,7.110000000000002,53.98,0.14,2.0485,90.81999999999995,231.221,7.157500000000001,53.67,0.16,2.1361,90.02999999999994,231.249,7.139999999999998,54.65,0.16,2.0309,89.42999999999995,231.638,7.230909090909088,54.52,0.16,2.0257,88.83999999999996,231.015,7.389999999999998,54.05,0.14,2.0293,88.26999999999995,229.918,7.846521739130431,53.33,0.13
156,2012,12,2.0485,90.81999999999995,231.221,7.157500000000001,53.67,0.16,2.1361,90.02999999999994,231.249,7.139999999999998,54.65,0.16,2.0309,89.42999999999995,231.638,7.230909090909088,54.52,0.16,2.0257,88.83999999999996,231.015,7.389999999999998,54.05,0.14,2.0293,88.26999999999995,229.918,7.846521739130431,53.33,0.13,2.0567,87.85999999999996,228.59,8.071818181818179,53.6,0.16
155,2012,11,2.1361,90.02999999999994,231.249,7.139999999999998,54.65,0.16,2.0309,89.42999999999995,231.638,7.230909090909088,54.52,0.16,2.0257,88.83999999999996,231.015,7.389999999999998,54.05,0.14,2.0293,88.26999999999995,229.918,7.846521739130431,53.33,0.13,2.0567,87.85999999999996,228.59,8.071818181818179,53.6,0.16,2.0095,87.42999999999996,228.524,8.3905,53.42,0.16
154,2012,10,2.0309,89.42999999999995,231.638,7.230909090909088,54.52,0.16,2.0257,88.83999999999996,231.015,7.389999999999998,54.05,0.14,2.0293,88.26999999999995,229.918,7.846521739130431,53.33,0.13,2.0567,87.85999999999996,228.59,8.071818181818179,53.6,0.16,2.0095,87.42999999999996,228.524,8.3905,53.42,0.16,2.0226,87.34999999999997,228.713,8.870454545454542,53.27,0.16
153,2012,9,2.0257,88.83999999999996,231.015,7.389999999999998,54.05,0.14,2.0293,88.26999999999995,229.918,7.846521739130431,53.33,0.13,2.0567,87.85999999999996,228.59,8.071818181818179,53.6,0.16,2.0095,87.42999999999996,228.524,8.3905,53.42,0.16,2.0226,87.34999999999997,228.713,8.870454545454542,53.27,0.16,1.9088,86.98999999999997,229.187,9.350000000000003,53.22,0.14
152,2012,8,2.0293,88.26999999999995,229.918,7.846521739130431,53.33,0.13,2.0567,87.85999999999996,228.59,8.071818181818179,53.6,0.16,2.0095,87.42999999999996,228.524,8.3905,53.42,0.16,2.0226,87.34999999999997,228.713,8.870454545454542,53.27,0.16,1.9088,86.98999999999997,229.187,9.350000000000003,53.22,0.14,1.8264,86.34999999999997,228.807,9.820454545454549,52.72,0.13
151,2012,7,2.0567,87.85999999999996,228.59,8.071818181818179,53.6,0.16,2.0095,87.42999999999996,228.524,8.3905,53.42,0.16,2.0226,87.34999999999997,228.713,8.870454545454542,53.27,0.16,1.9088,86.98999999999997,229.187,9.350000000000003,53.22,0.14,1.8264,86.34999999999997,228.807,9.820454545454549,52.72,0.13,1.7174,86.13999999999997,228.329,10.400000000000002,52.22,0.1
150,2012,6,2.0095,87.42999999999996,228.524,8.3905,53.42,0.16,2.0226,87.34999999999997,228.713,8.870454545454542,53.27,0.16,1.9088,86.98999999999997,229.187,9.350000000000003,53.22,0.14,1.8264,86.34999999999997,228.807,9.820454545454549,52.72,0.13,1.7174,86.13999999999997,228.329,10.400000000000002,52.22,0.1,1.7472,85.68999999999997,227.842,10.69545454545455,51.83,0.08
149,2012,5,2.0226,87.34999999999997,228.713,8.870454545454542,53.27,0.16,1.9088,86.98999999999997,229.187,9.350000000000003,53.22,0.14,1.8264,86.34999999999997,228.807,9.820454545454549,52.72,0.13,1.7174,86.13999999999997,228.329,10.400000000000002,52.22,0.1,1.7472,85.68999999999997,227.842,10.69545454545455,51.83,0.08,1.8632,85.12999999999997,227.223,10.900454545454549,51.27,0.07
148,2012,4,1.9088,86.98999999999997,229.187,9.350000000000003,53.22,0.14,1.8264,86.34999999999997,228.807,9.820454545454549,52.72,0.13,1.7174,86.13999999999997,228.329,10.400000000000002,52.22,0.1,1.7472,85.68999999999997,227.842,10.69545454545455,51.83,0.08,1.8632,85.12999999999997,227.223,10.900454545454549,51.27,0.07,1.8083,84.62999999999997,227.169,11.400000000000004,51.76,0.08
147,2012,3,1.8264,86.34999999999997,228.807,9.820454545454549,52.72,0.13,1.7174,86.13999999999997,228.329,10.400000000000002,52.22,0.1,1.7472,85.68999999999997,227.842,10.69545454545455,51.83,0.08,1.8632,85.12999999999997,227.223,10.900454545454549,51.27,0.07,1.8083,84.62999999999997,227.169,11.400000000000004,51.76,0.08,1.7172,84.10999999999999,226.75,11.699500000000004,51.7,0.07
146,2012,2,1.7174,86.13999999999997,228.329,10.400000000000002,52.22,0.1,1.7472,85.68999999999997,227.842,10.69545454545455,51.83,0.08,1.8632,85.12999999999997,227.223,10.900454545454549,51.27,0.07,1.8083,84.62999999999997,227.169,11.400000000000004,51.76,0.08,1.7172,84.10999999999999,226.75,11.699500000000004,51.7,0.07,1.879,83.67999999999998,226.597,11.905238095238097,52.11,0.08
145,2012,1,1.7472,85.68999999999997,227.842,10.69545454545455,51.83,0.08,1.8632,85.12999999999997,227.223,10.900454545454549,51.27,0.07,1.8083,84.62999999999997,227.169,11.400000000000004,51.76,0.08,1.7172,84.10999999999999,226.75,11.699500000000004,51.7,0.07,1.879,83.67999999999998,226.597,11.905238095238097,52.11,0.08,1.5892,83.14999999999996,226.106,12.41782608695652,52.29,0.1
144,2011,12,1.8632,85.12999999999997,227.223,10.900454545454549,51.27,0.07,1.8083,84.62999999999997,227.169,11.400000000000004,51.76,0.08,1.7172,84.10999999999999,226.75,11.699500000000004,51.7,0.07,1.879,83.67999999999998,226.597,11.905238095238097,52.11,0.08,1.5892,83.14999999999996,226.106,12.41782608695652,52.29,0.1,1.549,82.77999999999997,225.395,12.253333333333327,52.52,0.07
143,2011,11,1.8083,84.62999999999997,227.169,11.400000000000004,51.76,0.08,1.7172,84.10999999999999,226.75,11.699500000000004,51.7,0.07,1.879,83.67999999999998,226.597,11.905238095238097,52.11,0.08,1.5892,83.14999999999996,226.106,12.41782608695652,52.29,0.1,1.549,82.77999999999997,225.395,12.253333333333327,52.52,0.07,1.5622,82.61999999999998,224.806,12.098571428571423,52.35,0.09
142,2011,10,1.7172,84.10999999999999,226.75,11.699500000000004,51.7,0.07,1.879,83.67999999999998,226.597,11.905238095238097,52.11,0.08,1.5892,83.14999999999996,226.106,12.41782608695652,52.29,0.1,1.549,82.77999999999997,225.395,12.253333333333327,52.52,0.07,1.5622,82.61999999999998,224.806,12.098571428571423,52.35,0.09,1.58,82.46999999999998,224.806,11.919999999999995,52.22,0.09
141,2011,9,1.879,83.67999999999998,226.597,11.905238095238097,52.11,0.08,1.5892,83.14999999999996,226.106,12.41782608695652,52.29,0.1,1.549,82.77999999999997,225.395,12.253333333333327,52.52,0.07,1.5622,82.61999999999998,224.806,12.098571428571423,52.35,0.09,1.58,82.46999999999998,224.806,11.919999999999995,52.22,0.09,1.5775,81.99999999999997,224.093,11.735789473684205,52.61,0.1
140,2011,8,1.5892,83.14999999999996,226.106,12.41782608695652,52.29,0.1,1.549,82.77999999999997,225.395,12.253333333333327,52.52,0.07,1.5622,82.61999999999998,224.806,12.098571428571423,52.35,0.09,1.58,82.46999999999998,224.806,11.919999999999995,52.22,0.09,1.5775,81.99999999999997,224.093,11.735789473684205,52.61,0.1,1.632,81.22999999999998,223.046,11.622380952380947,52.61,0.14
139,2011,7,1.549,82.77999999999997,225.395,12.253333333333327,52.52,0.07,1.5622,82.61999999999998,224.806,12.098571428571423,52.35,0.09,1.58,82.46999999999998,224.806,11.919999999999995,52.22,0.09,1.5775,81.99999999999997,224.093,11.735789473684205,52.61,0.1,1.632,81.22999999999998,223.046,11.622380952380947,52.61,0.14,1.6638,80.44,221.898,11.169499999999996,52.37,0.16
