t,ano,mes,cotacao,ipca_acumulado,cpi,selic,divida_pp,fed_rate,cotacao_1,ipca_acumulado_1,cpi_1,selic_1,divida_pp_1,fed_rate_1,cotacao_2,ipca_acumulado_2,cpi_2,selic_2,divida_pp_2,fed_rate_2,cotacao_3,ipca_acumulado_3,cpi_3,selic_3,divida_pp_3,fed_rate_3,cotacao_4,ipca_acumulado_4,cpi_4,selic_4,divida_pp_4,fed_rate_4,cotacao_5,ipca_acumulado_5,cpi_5,selic_5,divida_pp_5,fed_rate_5
265,2022,1,5.3041,144.55999999999992,282.39,9.150000000000002,76.98,0.08,5.5703,144.01999999999992,280.808,8.758695652173916,77.31,0.08,5.6239,143.2899999999999,278.799,7.650000000000003,78.21,0.08,5.6372,142.3399999999999,276.434,6.3000000000000025,79.51,0.08,5.4428,141.08999999999992,273.887,5.435714285714288,79.62,0.08,5.1492,139.92999999999992,272.789,5.0136363636363654,79.63,0.09
264,2021,12,5.5703,144.01999999999992,280.808,8.758695652173916,77.31,0.08,5.6239,143.2899999999999,278.799,7.650000000000003,78.21,0.08,5.6372,142.3399999999999,276.434,6.3000000000000025,79.51,0.08,5.4428,141.08999999999992,273.887,5.435714285714288,79.62,0.08,5.1492,139.92999999999992,272.789,5.0136363636363654,79.63,0.09,5.2123,139.05999999999992,271.994,4.150000000000001,80.25,0.1
263,2021,11,5.6239,143.2899999999999,278.799,7.650000000000003,78.21,0.08,5.6372,142.3399999999999,276.434,6.3000000000000025,79.51,0.08,5.4428,141.08999999999992,273.887,5.435714285714288,79.62,0.08,5.1492,139.92999999999992,272.789,5.0136363636363654,79.63,0.09,5.2123,139.05999999999992,271.994,4.150000000000001,80.25,0.1,4.9686,138.0999999999999,270.664,3.7571428571428576,80.6,0.08
262,2021,10,5.6372,142.3399999999999,276.434,6.3000000000000025,79.51,0.08,5.4428,141.08999999999992,273.887,5.435714285714288,79.62,0.08,5.1492,139.92999999999992,272.789,5.0136363636363654,79.63,0.09,5.2123,139.05999999999992,271.994,4.150000000000001,80.25,0.1,4.9686,138.0999999999999,270.664,3.7571428571428576,80.6,0.08,5.2172,137.56999999999996,268.452,3.2928571428571423,81.44,0.06
261,2021,9,5.4428,141.08999999999992,273.887,5.435714285714288,79.62,0.08,5.1492,139.92999999999992,272.789,5.0136363636363654,79.63,0.09,5.2123,139.05999999999992,271.994,4.150000000000001,80.25,0.1,4.9686,138.0999999999999,270.664,3.7571428571428576,80.6,0.08,5.2172,137.56999999999996,268.452,3.2928571428571423,81.44,0.06,5.4366,136.73999999999995,266.752,2.6499999999999995,82.61,0.07
260,2021,8,5.1492,139.92999999999992,272.789,5.0136363636363654,79.63,0.09,5.2123,139.05999999999992,271.994,4.150000000000001,80.25,0.1,4.9686,138.0999999999999,270.664,3.7571428571428576,80.6,0.08,5.2172,137.56999999999996,268.452,3.2928571428571423,81.44,0.06,5.4366,136.73999999999995,266.752,2.6499999999999995,82.61,0.07,5.6315,136.42999999999995,264.91,2.2260869565217383,85.1,0.07
259,2021,7,5.2123,139.05999999999992,271.994,4.150000000000001,80.25,0.1,4.9686,138.0999999999999,270.664,3.7571428571428576,80.6,0.08,5.2172,137.56999999999996,268.452,3.2928571428571423,81.44,0.06,5.4366,136.73999999999995,266.752,2.6499999999999995,82.61,0.07,5.6315,136.42999999999995,264.91,2.2260869565217383,85.1,0.07,5.5986,135.49999999999994,263.583,1.8999999999999995,86.87,0.08
258,2021,6,4.9686,138.0999999999999,270.664,3.7571428571428576,80.6,0.08,5.2172,137.56999999999996,268.452,3.2928571428571423,81.44,0.06,5.4366,136.73999999999995,266.752,2.6499999999999995,82.61,0.07,5.6315,136.42999999999995,264.91,2.2260869565217383,85.1,0.07,5.5986,135.49999999999994,263.583,1.8999999999999995,86.87,0.08,5.4625,134.64,262.518,1.8999999999999992,86.92,0.09
257,2021,5,5.2172,137.56999999999996,268.452,3.2928571428571423,81.44,0.06,5.4366,136.73999999999995,266.752,2.6499999999999995,82.61,0.07,5.6315,136.42999999999995,264.91,2.2260869565217383,85.1,0.07,5.5986,135.49999999999994,263.583,1.8999999999999995,86.87,0.08,5.4625,134.64,262.518,1.8999999999999992,86.92,0.09,5.1937,134.38999999999996,262.005,1.8999999999999992,86.94,0.09
256,2021,4,5.4366,136.73999999999995,266.752,2.6499999999999995,82.61,0.07,5.6315,136.42999999999995,264.91,2.2260869565217383,85.1,0.07,5.5986,135.49999999999994,263.583,1.8999999999999995,86.87,0.08,5.4625,134.64,262.518,1.8999999999999992,86.92,0.09,5.1937,134.38999999999996,262.005,1.8999999999999992,86.94,0.09,5.3319,133.03999999999994,260.895,1.8999999999999992,86.98,0.09
255,2021,3,5.6315,136.42999999999995,264.91,2.2260869565217383,85.1,0.07,5.5986,135.49999999999994,263.583,1.8999999999999995,86.87,0.08,5.4625,134.64,262.518,1.8999999999999992,86.92,0.09,5.1937,134.38999999999996,262.005,1.8999999999999992,86.94,0.09,5.3319,133.03999999999994,260.895,1.8999999999999992,86.98,0.09,5.7446,132.14999999999995,260.249,1.8999999999999992,87.68,0.09
254,2021,2,5.5986,135.49999999999994,263.583,1.8999999999999995,86.87,0.08,5.4625,134.64,262.518,1.8999999999999992,86.92,0.09,5.1937,134.38999999999996,262.005,1.8999999999999992,86.94,0.09,5.3319,133.03999999999994,260.895,1.8999999999999992,86.98,0.09,5.7446,132.14999999999995,260.249,1.8999999999999992,87.68,0.09,5.6112,131.2899999999999,259.951,1.8999999999999992,87.42,0.09
253,2021,1,5.4625,134.64,262.518,1.8999999999999992,86.92,0.09,5.1937,134.38999999999996,262.005,1.8999999999999992,86.94,0.09,5.3319,133.03999999999994,260.895,1.8999999999999992,86.98,0.09,5.7446,132.14999999999995,260.249,1.8999999999999992,87.68,0.09,5.6112,131.2899999999999,259.951,1.8999999999999992,87.42,0.09,5.4914,130.64999999999995,259.366,1.935714285714285,85.82,0.1
252,2020,12,5.1937,134.38999999999996,262.005,1.8999999999999992,86.94,0.09,5.3319,133.03999999999994,260.895,1.8999999999999992,86.98,0.09,5.7446,132.14999999999995,260.249,1.8999999999999992,87.68,0.09,5.6112,131.2899999999999,259.951,1.8999999999999992,87.42,0.09,5.4914,130.64999999999995,259.366,1.935714285714285,85.82,0.1,5.224,130.40999999999994,258.408,2.149999999999999,83.5,0.09
251,2020,11,5.3319,133.03999999999994,260.895,1.8999999999999992,86.98,0.09,5.7446,132.14999999999995,260.249,1.8999999999999992,87.68,0.09,5.6112,131.2899999999999,259.951,1.8999999999999992,87.42,0.09,5.4914,130.64999999999995,259.366,1.935714285714285,85.82,0.1,5.224,130.40999999999994,258.408,2.149999999999999,83.5,0.09,5.4661,130.04999999999995,257.004,2.5785714285714274,82.87,0.08
250,2020,10,5.7446,132.14999999999995,260.249,1.8999999999999992,87.68,0.09,5.6112,131.2899999999999,259.951,1.8999999999999992,87.42,0.09,5.4914,130.64999999999995,259.366,1.935714285714285,85.82,0.1,5.224,130.40999999999994,258.408,2.149999999999999,83.5,0.09,5.4661,130.04999999999995,257.004,2.5785714285714274,82.87,0.08,5.3361,129.78999999999994,255.848,3.012499999999999,79.95,0.05
249,2020,9,5.6112,131.2899999999999,259.951,1.8999999999999992,87.42,0.09,5.4914,130.64999999999995,259.366,1.935714285714285,85.82,0.1,5.224,130.40999999999994,258.408,2.149999999999999,83.5,0.09,5.4661,130.04999999999995,257.004,2.5785714285714274,82.87,0.08,5.3361,129.78999999999994,255.848,3.012499999999999,79.95,0.05,5.4858,130.16999999999993,256.126,3.65,78.05,0.05
248,2020,8,5.4914,130.64999999999995,259.366,1.935714285714285,85.82,0.1,5.224,130.40999999999994,258.408,2.149999999999999,83.5,0.09,5.4661,130.04999999999995,257.004,2.5785714285714274,82.87,0.08,5.3361,129.78999999999994,255.848,3.012499999999999,79.95,0.05,5.4858,130.16999999999993,256.126,3.65,78.05,0.05,5.2046,130.47999999999993,258.15,3.9454545454545467,76.78,0.65
247,2020,7,5.224,130.40999999999994,258.408,2.149999999999999,83.5,0.09,5.4661,130.04999999999995,257.004,2.5785714285714274,82.87,0.08,5.3361,129.78999999999994,255.848,3.012499999999999,79.95,0.05,5.4858,130.16999999999993,256.126,3.65,78.05,0.05,5.2046,130.47999999999993,258.15,3.9454545454545467,76.78,0.65,4.4733,130.40999999999994,259.246,4.191666666666666,75.15,1.58
246,2020,6,5.4661,130.04999999999995,257.004,2.5785714285714274,82.87,0.08,5.3361,129.78999999999994,255.848,3.012499999999999,79.95,0.05,5.4858,130.16999999999993,256.126,3.65,78.05,0.05,5.2046,130.47999999999993,258.15,3.9454545454545467,76.78,0.65,4.4733,130.40999999999994,259.246,4.191666666666666,75.15,1.58,4.282,130.15999999999994,258.906,4.400000000000001,74.76,1.55
245,2020,5,5.3361,129.78999999999994,255.848,3.012499999999999,79.95,0.05,5.4858,130.16999999999993,256.126,3.65,78.05,0.05,5.2046,130.47999999999993,258.15,3.9454545454545467,76.78,0.65,4.4733,130.40999999999994,259.246,4.191666666666666,75.15,1.58,4.282,130.15999999999994,258.906,4.400000000000001,74.76,1.55,4.019,129.94999999999993,258.63,4.590476190476192,74.44,1.55
244,2020,4,5.4858,130.16999999999993,256.126,3.65,78.05,0.05,5.2046,130.47999999999993,258.15,3.9454545454545467,76.78,0.65,4.4733,130.40999999999994,259.246,4.191666666666666,75.15,1.58,4.282,130.15999999999994,258.906,4.400000000000001,74.76,1.55,4.019,129.94999999999993,258.63,4.590476190476192,74.44,1.55,4.2364,128.79999999999993,257.879,4.900000000000001,76.19,1.55
243,2020,3,5.2046,130.47999999999993,258.15,3.9454545454545467,76.78,0.65,4.4733,130.40999999999994,259.246,4.191666666666666,75.15,1.58,4.282,130.15999999999994,258.906,4.400000000000001,74.76,1.55,4.019,129.94999999999993,258.63,4.590476190476192,74.44,1.55,4.2364,128.79999999999993,257.879,4.900000000000001,76.19,1.55,4.0174,128.28999999999994,257.155,5.37826086956522,75.79,1.83
242,2020,2,4.4733,130.40999999999994,259.246,4.191666666666666,75.15,1.58,4.282,130.15999999999994,258.906,4.400000000000001,74.76,1.55,4.019,129.94999999999993,258.63,4.590476190476192,74.44,1.55,4.2364,128.79999999999993,257.879,4.900000000000001,76.19,1.55,4.0174,128.28999999999994,257.155,5.37826086956522,75.79,1.83,4.1551,128.18999999999994,256.43,5.709523809523811,76.6,2.04
241,2020,1,4.282,130.15999999999994,258.906,4.400000000000001,74.76,1.55,4.019,129.94999999999993,258.63,4.590476190476192,74.44,1.55,4.2364,128.79999999999993,257.879,4.900000000000001,76.19,1.55,4.0174,128.28999999999994,257.155,5.37826086956522,75.79,1.83,4.1551,128.18999999999994,256.43,5.709523809523811,76.6,2.04,4.1445,128.22999999999993,256.036,5.900000000000002,77.56,2.13
240,2019,12,4.019,129.94999999999993,258.63,4.590476190476192,74.44,1.55,4.2364,128.79999999999993,257.879,4.900000000000001,76.19,1.55,4.0174,128.28999999999994,257.155,5.37826086956522,75.79,1.83,4.1551,128.18999999999994,256.43,5.709523809523811,76.6,2.04,4.1445,128.22999999999993,256.036,5.900000000000002,77.56,2.13,3.8125,128.11999999999992,255.802,6.400000000000002,76.83,2.4
239,2019,11,4.2364,128.79999999999993,257.879,4.900000000000001,76.19,1.55,4.0174,128.28999999999994,257.155,5.37826086956522,75.79,1.83,4.1551,128.18999999999994,256.43,5.709523809523811,76.6,2.04,4.1445,128.22999999999993,256.036,5.900000000000002,77.56,2.13,3.8125,128.11999999999992,255.802,6.400000000000002,76.83,2.4,3.8518,127.92999999999994,255.213,6.400000000000002,76.67,2.38
238,2019,10,4.0174,128.28999999999994,257.155,5.37826086956522,75.79,1.83,4.1551,128.18999999999994,256.43,5.709523809523811,76.6,2.04,4.1445,128.22999999999993,256.036,5.900000000000002,77.56,2.13,3.8125,128.11999999999992,255.802,6.400000000000002,76.83,2.4,3.8518,127.92999999999994,255.213,6.400000000000002,76.67,2.38,3.9218,127.91999999999993,255.296,6.400000000000002,76.55,2.39
237,2019,9,4.1551,128.18999999999994,256.43,5.709523809523811,76.6,2.04,4.1445,128.22999999999993,256.036,5.900000000000002,77.56,2.13,3.8125,128.11999999999992,255.802,6.400000000000002,76.83,2.4,3.8518,127.92999999999994,255.213,6.400000000000002,76.67,2.38,3.9218,127.91999999999993,255.296,6.400000000000002,76.55,2.39,3.9207,127.78999999999994,255.233,6.400000000000001,77.12,2.42
236,2019,8,4.1445,128.22999999999993,256.036,5.900000000000002,77.56,2.13,3.8125,128.11999999999992,255.802,6.400000000000002,76.83,2.4,3.8518,127.92999999999994,255.213,6.400000000000002,76.67,2.38,3.9218,127.91999999999993,255.296,6.400000000000002,76.55,2.39,3.9207,127.78999999999994,255.233,6.400000000000001,77.12,2.42,3.9238,127.21999999999994,254.277,6.400000000000002,76.71,2.41
235,2019,7,3.8125,128.11999999999992,255.802,6.400000000000002,76.83,2.4,3.8518,127.92999999999994,255.213,6.400000000000002,76.67,2.38,3.9218,127.91999999999993,255.296,6.400000000000002,76.55,2.39,3.9207,127.78999999999994,255.233,6.400000000000001,77.12,2.42,3.9238,127.21999999999994,254.277,6.400000000000002,76.71,2.41,3.7511,126.46999999999993,253.319,6.400000000000001,75.52,2.4
234,2019,6,3.8518,127.92999999999994,255.213,6.400000000000002,76.67,2.38,3.9218,127.91999999999993,255.296,6.400000000000002,76.55,2.39,3.9207,127.78999999999994,255.233,6.400000000000001,77.12,2.42,3.9238,127.21999999999994,254.277,6.400000000000002,76.71,2.41,3.7511,126.46999999999993,253.319,6.400000000000001,75.52,2.4,3.6439,126.03999999999994,252.561,6.400000000000002,75.43,2.4
233,2019,5,3.9218,127.91999999999993,255.296,6.400000000000002,76.55,2.39,3.9207,127.78999999999994,255.233,6.400000000000001,77.12,2.42,3.9238,127.21999999999994,254.277,6.400000000000002,76.71,2.41,3.7511,126.46999999999993,253.319,6.400000000000001,75.52,2.4,3.6439,126.03999999999994,252.561,6.400000000000002,75.43,2.4,3.8804,125.71999999999994,252.767,6.400000000000001,75.27,2.27
232,2019,4,3.9207,127.78999999999994,255.233,6.400000000000001,77.12,2.42,3.9238,127.21999999999994,254.277,6.400000000000002,76.71,2.41,3.7511,126.46999999999993,253.319,6.400000000000001,75.52,2.4,3.6439,126.03999999999994,252.561,6.400000000000002,75.43,2.4,3.8804,125.71999999999994,252.767,6.400000000000001,75.27,2.27,3.8662,125.56999999999995,252.594,6.400000000000001,75.68,2.2
231,2019,3,3.9238,127.21999999999994,254.277,6.400000000000002,76.71,2.41,3.7511,126.46999999999993,253.319,6.400000000000001,75.52,2.4,3.6439,126.03999999999994,252.561,6.400000000000002,75.43,2.4,3.8804,125.71999999999994,252.767,6.400000000000001,75.27,2.27,3.8662,125.56999999999995,252.594,6.400000000000001,75.68,2.2,3.7218,125.77999999999994,252.772,6.400000000000002,75.29,2.19
230,2019,2,3.7511,126.46999999999993,253.319,6.400000000000001,75.52,2.4,3.6439,126.03999999999994,252.561,6.400000000000002,75.43,2.4,3.8804,125.71999999999994,252.767,6.400000000000001,75.27,2.27,3.8662,125.56999999999995,252.594,6.400000000000001,75.68,2.2,3.7218,125.77999999999994,252.772,6.400000000000002,75.29,2.19,4.0477,125.32999999999994,252.182,6.400000000000002,75.99,1.95
229,2019,1,3.6439,126.03999999999994,252.561,6.400000000000002,75.43,2.4,3.8804,125.71999999999994,252.767,6.400000000000001,75.27,2.27,3.8662,125.56999999999995,252.594,6.400000000000001,75.68,2.2,3.7218,125.77999999999994,252.772,6.400000000000002,75.29,2.19,4.0477,125.32999999999994,252.182,6.400000000000002,75.99,1.95,4.0545,124.84999999999995,251.663,6.400000000000002,76.02,1.91
228,2018,12,3.8804,125.71999999999994,252.767,6.400000000000001,75.27,2.27,3.8662,125.56999999999995,252.594,6.400000000000001,75.68,2.2,3.7218,125.77999999999994,252.772,6.400000000000002,75.29,2.19,4.0477,125.32999999999994,252.182,6.400000000000002,75.99,1.95,4.0545,124.84999999999995,251.663,6.400000000000002,76.02,1.91,3.7557,124.93999999999996,251.214,6.400000000000002,75.95,1.91
227,2018,11,3.8662,125.56999999999995,252.594,6.400000000000001,75.68,2.2,3.7218,125.77999999999994,252.772,6.400000000000002,75.29,2.19,4.0477,125.32999999999994,252.182,6.400000000000002,75.99,1.95,4.0545,124.84999999999995,251.663,6.400000000000002,76.02,1.91,3.7557,124.93999999999996,251.214,6.400000000000002,75.95,1.91,3.8765,124.60999999999996,251.018,6.400000000000001,76.13,1.82
226,2018,10,3.7218,125.77999999999994,252.772,6.400000000000002,75.29,2.19,4.0477,125.32999999999994,252.182,6.400000000000002,75.99,1.95,4.0545,124.84999999999995,251.663,6.400000000000002,76.02,1.91,3.7557,124.93999999999996,251.214,6.400000000000002,75.95,1.91,3.8765,124.60999999999996,251.018,6.400000000000001,76.13,1.82,3.7225,123.34999999999995,250.792,6.400000000000001,76.13,1.7
225,2018,9,4.0477,125.32999999999994,252.182,6.400000000000002,75.99,1.95,4.0545,124.84999999999995,251.663,6.400000000000002,76.02,1.91,3.7557,124.93999999999996,251.214,6.400000000000002,75.95,1.91,3.8765,124.60999999999996,251.018,6.400000000000001,76.13,1.82,3.7225,123.34999999999995,250.792,6.400000000000001,76.13,1.7,3.5066,122.94999999999996,250.227,6.400000000000001,74.96,1.69
224,2018,8,4.0545,124.84999999999995,251.663,6.400000000000002,76.02,1.91,3.7557,124.93999999999996,251.214,6.400000000000002,75.95,1.91,3.8765,124.60999999999996,251.018,6.400000000000001,76.13,1.82,3.7225,123.34999999999995,250.792,6.400000000000001,76.13,1.7,3.5066,122.94999999999996,250.227,6.400000000000001,74.96,1.69,3.3046,122.72999999999996,249.577,6.578571428571432,74.6,1.51
223,2018,7,3.7557,124.93999999999996,251.214,6.400000000000002,75.95,1.91,3.8765,124.60999999999996,251.018,6.400000000000001,76.13,1.82,3.7225,123.34999999999995,250.792,6.400000000000001,76.13,1.7,3.5066,122.94999999999996,250.227,6.400000000000001,74.96,1.69,3.3046,122.72999999999996,249.577,6.578571428571432,74.6,1.51,3.2458,122.63999999999994,249.529,6.719444444444447,74.51,1.42
222,2018,6,3.8765,124.60999999999996,251.018,6.400000000000001,76.13,1.82,3.7225,123.34999999999995,250.792,6.400000000000001,76.13,1.7,3.5066,122.94999999999996,250.227,6.400000000000001,74.96,1.69,3.3046,122.72999999999996,249.577,6.578571428571432,74.6,1.51,3.2458,122.63999999999994,249.529,6.719444444444447,74.51,1.42,3.1858,122.31999999999995,248.859,6.900000000000003,74.04,1.41
221,2018,5,3.7225,123.34999999999995,250.792,6.400000000000001,76.13,1.7,3.5066,122.94999999999996,250.227,6.400000000000001,74.96,1.69,3.3046,122.72999999999996,249.577,6.578571428571432,74.6,1.51,3.2458,122.63999999999994,249.529,6.719444444444447,74.51,1.42,3.1858,122.31999999999995,248.859,6.900000000000003,74.04,1.41,3.3121,122.02999999999994,247.805,7.000000000000003,73.72,1.3
220,2018,4,3.5066,122.94999999999996,250.227,6.400000000000001,74.96,1.69,3.3046,122.72999999999996,249.577,6.578571428571432,74.6,1.51,3.2458,122.63999999999994,249.529,6.719444444444447,74.51,1.42,3.1858,122.31999999999995,248.859,6.900000000000003,74.04,1.41,3.3121,122.02999999999994,247.805,7.000000000000003,73.72,1.3,3.2726,121.58999999999995,247.284,7.400000000000003,74.03,1.16
219,2018,3,3.3046,122.72999999999996,249.577,6.578571428571432,74.6,1.51,3.2458,122.63999999999994,249.529,6.719444444444447,74.51,1.42,3.1858,122.31999999999995,248.859,6.900000000000003,74.04,1.41,3.3121,122.02999999999994,247.805,7.000000000000003,73.72,1.3,3.2726,121.58999999999995,247.284,7.400000000000003,74.03,1.16,3.2724,121.30999999999995,246.626,8.00714285714286,74.11,1.15
218,2018,2,3.2458,122.63999999999994,249.529,6.719444444444447,74.51,1.42,3.1858,122.31999999999995,248.859,6.900000000000003,74.04,1.41,3.3121,122.02999999999994,247.805,7.000000000000003,73.72,1.3,3.2726,121.58999999999995,247.284,7.400000000000003,74.03,1.16,3.2724,121.30999999999995,246.626,8.00714285714286,74.11,1.15,3.1614,120.88999999999996,246.435,8.350000000000003,73.71,1.15
217,2018,1,3.1858,122.31999999999995,248.859,6.900000000000003,74.04,1.41,3.3121,122.02999999999994,247.805,7.000000000000003,73.72,1.3,3.2726,121.58999999999995,247.284,7.400000000000003,74.03,1.16,3.2724,121.30999999999995,246.626,8.00714285714286,74.11,1.15,3.1614,120.88999999999996,246.435,8.350000000000003,73.71,1.15,3.1474,120.72999999999995,245.183,9.150000000000004,73.62,1.16
216,2017,12,3.3121,122.02999999999994,247.805,7.000000000000003,73.72,1.3,3.2726,121.58999999999995,247.284,7.400000000000003,74.03,1.16,3.2724,121.30999999999995,246.626,8.00714285714286,74.11,1.15,3.1614,120.88999999999996,246.435,8.350000000000003,73.71,1.15,3.1474,120.72999999999995,245.183,9.150000000000004,73.62,1.16,3.1259,120.53999999999995,244.243,10.00714285714286,73.18,1.15
215,2017,11,3.2726,121.58999999999995,247.284,7.400000000000003,74.03,1.16,3.2724,121.30999999999995,246.626,8.00714285714286,74.11,1.15,3.1614,120.88999999999996,246.435,8.350000000000003,73.71,1.15,3.1474,120.72999999999995,245.183,9.150000000000004,73.62,1.16,3.1259,120.53999999999995,244.243,10.00714285714286,73.18,1.15,3.3063,120.29999999999995,244.163,10.150000000000002,72.74,1.04
214,2017,10,3.2724,121.30999999999995,246.626,8.00714285714286,74.11,1.15,3.1614,120.88999999999996,246.435,8.350000000000003,73.71,1.15,3.1474,120.72999999999995,245.183,9.150000000000004,73.62,1.16,3.1259,120.53999999999995,244.243,10.00714285714286,73.18,1.15,3.3063,120.29999999999995,244.163,10.150000000000002,72.74,1.04,3.2262,120.52999999999994,244.004,11.150000000000004,72.33,0.91
213,2017,9,3.1614,120.88999999999996,246.435,8.350000000000003,73.71,1.15,3.1474,120.72999999999995,245.183,9.150000000000004,73.62,1.16,3.1259,120.53999999999995,244.243,10.00714285714286,73.18,1.15,3.3063,120.29999999999995,244.163,10.150000000000002,72.74,1.04,3.2262,120.52999999999994,244.004,11.150000000000004,72.33,0.91,3.1758,120.21999999999996,244.193,11.594444444444449,71.37,0.9
212,2017,8,3.1474,120.72999999999995,245.183,9.150000000000004,73.62,1.16,3.1259,120.53999999999995,244.243,10.00714285714286,73.18,1.15,3.3063,120.29999999999995,244.163,10.150000000000002,72.74,1.04,3.2262,120.52999999999994,244.004,11.150000000000004,72.33,0.91,3.1758,120.21999999999996,244.193,11.594444444444449,71.37,0.9,3.123,120.07999999999994,243.892,12.150000000000002,71.24,0.79
211,2017,7,3.1259,120.53999999999995,244.243,10.00714285714286,73.18,1.15,3.3063,120.29999999999995,244.163,10.150000000000002,72.74,1.04,3.2262,120.52999999999994,244.004,11.150000000000004,72.33,0.91,3.1758,120.21999999999996,244.193,11.594444444444449,71.37,0.9,3.123,120.07999999999994,243.892,12.150000000000002,71.24,0.79,3.1086,119.82999999999996,244.006,12.81666666666667,70.39,0.66
210,2017,6,3.3063,120.29999999999995,244.163,10.150000000000002,72.74,1.04,3.2262,120.52999999999994,244.004,11.150000000000004,72.33,0.91,3.1758,120.21999999999996,244.193,11.594444444444449,71.37,0.9,3.123,120.07999999999994,243.892,12.150000000000002,71.24,0.79,3.1086,119.82999999999996,244.006,12.81666666666667,70.39,0.66,3.1507,119.49999999999996,243.618,13.172727272727274,69.81,0.65
209,2017,5,3.2262,120.52999999999994,244.004,11.150000000000004,72.33,0.91,3.1758,120.21999999999996,244.193,11.594444444444449,71.37,0.9,3.123,120.07999999999994,243.892,12.150000000000002,71.24,0.79,3.1086,119.82999999999996,244.006,12.81666666666667,70.39,0.66,3.1507,119.49999999999996,243.618,13.172727272727274,69.81,0.65,3.2532,119.11999999999996,242.637,13.65,69.84,0.54
208,2017,4,3.1758,120.21999999999996,244.193,11.594444444444449,71.37,0.9,3.123,120.07999999999994,243.892,12.150000000000002,71.24,0.79,3.1086,119.82999999999996,244.006,12.81666666666667,70.39,0.66,3.1507,119.49999999999996,243.618,13.172727272727274,69.81,0.65,3.2532,119.11999999999996,242.637,13.65,69.84,0.54,3.3827,118.81999999999995,242.026,13.900000000000002,70.82,0.41
207,2017,3,3.123,120.07999999999994,243.892,12.150000000000002,71.24,0.79,3.1086,119.82999999999996,244.006,12.81666666666667,70.39,0.66,3.1507,119.49999999999996,243.618,13.172727272727274,69.81,0.65,3.2532,119.11999999999996,242.637,13.65,69.84,0.54,3.3827,118.81999999999995,242.026,13.900000000000002,70.82,0.41,3.1878,118.63999999999994,241.741,14.050000000000002,69.78,0.4
206,2017,2,3.1086,119.82999999999996,244.006,12.81666666666667,70.39,0.66,3.1507,119.49999999999996,243.618,13.172727272727274,69.81,0.65,3.2532,119.11999999999996,242.637,13.65,69.84,0.54,3.3827,118.81999999999995,242.026,13.900000000000002,70.82,0.41,3.1878,118.63999999999994,241.741,14.050000000000002,69.78,0.4,3.2589,118.37999999999995,241.176,14.150000000000002,69.98,0.4
205,2017,1,3.1507,119.49999999999996,243.618,13.172727272727274,69.81,0.65,3.2532,119.11999999999996,242.637,13.65,69.84,0.54,3.3827,118.81999999999995,242.026,13.900000000000002,70.82,0.41,3.1878,118.63999999999994,241.741,14.050000000000002,69.78,0.4,3.2589,118.37999999999995,241.176,14.150000000000002,69.98,0.4,3.2266,118.29999999999994,240.545,14.15,69.33,0.4
204,2016,12,3.2532,119.11999999999996,242.637,13.65,69.84,0.54,3.3827,118.81999999999995,242.026,13.900000000000002,70.82,0.41,3.1878,118.63999999999994,241.741,14.050000000000002,69.78,0.4,3.2589,118.37999999999995,241.176,14.150000000000002,69.98,0.4,3.2266,118.29999999999994,240.545,14.15,69.33,0.4,3.2471,117.85999999999996,240.101,14.150000000000002,68.7,0.39
203,2016,11,3.3827,118.81999999999995,242.026,13.900000000000002,70.82,0.41,3.1878,118.63999999999994,241.741,14.050000000000002,69.78,0.4,3.2589,118.37999999999995,241.176,14.150000000000002,69.98,0.4,3.2266,118.29999999999994,240.545,14.15,69.33,0.4,3.2471,117.85999999999996,240.101,14.150000000000002,68.7,0.39,3.2126,117.33999999999995,240.222,14.15,67.51,0.38
202,2016,10,3.1878,118.63999999999994,241.741,14.050000000000002,69.78,0.4,3.2589,118.37999999999995,241.176,14.150000000000002,69.98,0.4,3.2266,118.29999999999994,240.545,14.15,69.33,0.4,3.2471,117.85999999999996,240.101,14.150000000000002,68.7,0.39,3.2126,117.33999999999995,240.222,14.15,67.51,0.38,3.6105,116.98999999999994,239.557,14.150000000000002,67.58,0.37
201,2016,9,3.2589,118.37999999999995,241.176,14.150000000000002,69.98,0.4,3.2266,118.29999999999994,240.545,14.15,69.33,0.4,3.2471,117.85999999999996,240.101,14.150000000000002,68.7,0.39,3.2126,117.33999999999995,240.222,14.15,67.51,0.38,3.6105,116.98999999999994,239.557,14.150000000000002,67.58,0.37,3.4352,116.20999999999994,238.992,14.150000000000002,66.62,0.37
200,2016,8,3.2266,118.29999999999994,240.545,14.15,69.33,0.4,3.2471,117.85999999999996,240.101,14.150000000000002,68.7,0.39,3.2126,117.33999999999995,240.222,14.15,67.51,0.38,3.6105,116.98999999999994,239.557,14.150000000000002,67.58,0.37,3.4352,116.20999999999994,238.992,14.150000000000002,66.62,0.37,3.5925,115.59999999999994,238.08,14.15,66.33,0.36
199,2016,7,3.2471,117.85999999999996,240.101,14.150000000000002,68.7,0.39,3.2126,117.33999999999995,240.222,14.15,67.51,0.38,3.6105,116.98999999999994,239.557,14.150000000000002,67.58,0.37,3.4352,116.20999999999994,238.992,14.150000000000002,66.62,0.37,3.5925,115.59999999999994,238.08,14.15,66.33,0.36,4.0156,115.16999999999993,237.336,14.150000000000004,66.66,0.38
