"Data","Último","Abertura","Máxima","Mínima","Var%"
"17.01.2025","15,125","15,125","15,125","15,125","0,03%"
"16.01.2025","15,120","15,060","15,120","15,060","0,43%"
"15.01.2025","15,055","15,055","15,055","15,055","-0,56%"
"14.01.2025","15,140","15,180","15,180","15,140","-0,20%"
"13.01.2025","15,170","15,285","15,285","15,170","-0,95%"
"10.01.2025","15,315","15,255","15,315","15,255","0,96%"
"09.01.2025","15,170","15,175","15,175","15,170","-0,13%"
"08.01.2025","15,190","15,190","15,190","15,190","-0,03%"
"07.01.2025","15,195","15,230","15,230","15,195","-0,52%"
"06.01.2025","15,275","15,230","15,275","15,230","-0,75%"
"03.01.2025","15,390","15,415","15,415","15,390","-1,28%"
"02.01.2025","15,590","15,590","15,590","15,590","-1,24%"
"30.12.2024","15,785","15,760","15,785","15,760","0,80%"
"27.12.2024","15,660","15,660","15,660","15,660","0,45%"
"26.12.2024","15,590","15,590","15,590","15,590","1,37%"
"23.12.2024","15,380","15,380","15,380","15,380","0,49%"
"20.12.2024","15,305","15,305","15,305","15,305","-1,23%"
"19.12.2024","15,495","16,075","16,075","15,495","-0,77%"
"18.12.2024","15,615","15,615","15,615","15,615","2,43%"
"17.12.2024","15,245","15,375","15,375","15,245","-0,16%"
"16.12.2024","15,270","15,270","15,270","15,270","2,21%"
"13.12.2024","14,940","14,930","14,940","14,930","0,37%"
"12.12.2024","14,885","14,885","14,885","14,885","2,97%"
"11.12.2024","14,455","14,455","14,455","14,455","-1,73%"
"10.12.2024","14,710","14,710","14,710","14,710","-0,14%"
"09.12.2024","14,730","14,597","14,730","14,597","2,26%"
"06.12.2024","14,405","14,405","14,405","14,405","0,73%"
"05.12.2024","14,300","14,205","14,300","14,205","0,49%"
"04.12.2024","14,230","14,230","14,230","14,230","0,44%"
"03.12.2024","14,167","14,167","14,167","14,167","1,69%"
"02.12.2024","13,932","14,010","14,010","13,932","-0,91%"
"29.11.2024","14,060","14,318","14,318","14,060","0,99%"
"28.11.2024","13,922","13,795","13,922","13,795","2,01%"
"27.11.2024","13,648","13,413","13,648","13,413","1,91%"
"26.11.2024","13,392","13,387","13,392","13,387","0,16%"
"25.11.2024","13,370","13,382","13,383","13,370","-0,04%"
"22.11.2024","13,375","13,345","13,375","13,345","0,55%"
"21.11.2024","13,302","13,358","13,358","13,302","-0,58%"
"19.11.2024","13,380","13,450","13,450","13,380","-0,22%"
"18.11.2024","13,410","13,410","13,410","13,410","0,83%"
"14.11.2024","13,300","13,313","13,375","13,300","0,00%"
"12.11.2024","13,300","13,158","13,300","13,158","0,49%"
"11.11.2024","13,235","13,248","13,248","13,235","0,34%"
"08.11.2024","13,190","13,205","13,205","13,190","0,50%"
"07.11.2024","13,125","13,025","13,125","13,025","1,47%"
"06.11.2024","12,935","13,090","13,090","12,935","-0,04%"
"05.11.2024","12,940","13,045","13,045","12,940","-0,86%"
"04.11.2024","13,052","13,042","13,052","13,042","-0,71%"
"01.11.2024","13,145","12,967","13,145","12,967","1,92%"
"31.10.2024","12,898","12,863","12,898","12,863","0,35%"
"30.10.2024","12,853","12,852","12,853","12,852","0,22%"
"29.10.2024","12,825","12,752","12,825","12,752","0,23%"
"28.10.2024","12,795","12,740","12,795","12,740","0,27%"
"25.10.2024","12,760","12,760","12,760","12,760","-0,22%"
"24.10.2024","12,788","12,903","12,903","12,788","-0,73%"
"23.10.2024","12,882","12,847","12,882","12,847","0,52%"
"22.10.2024","12,815","12,807","12,815","12,807","-0,17%"
"21.10.2024","12,837","12,815","12,837","12,815","-0,14%"
"18.10.2024","12,855","12,775","12,855","12,775","0,35%"
"17.10.2024","12,810","12,810","12,810","12,810","0,55%"
"16.10.2024","12,740","12,815","12,815","12,740","0,99%"
"15.10.2024","12,615","12,615","12,615","12,615","-0,36%"
"14.10.2024","12,660","12,730","12,730","12,660","-1,33%"
"11.10.2024","12,830","12,745","12,830","12,745","1,22%"
"10.10.2024","12,675","12,565","12,675","12,565","0,62%"
"09.10.2024","12,597","12,462","12,597","12,462","1,81%"
"08.10.2024","12,373","12,373","12,373","12,373","-0,54%"
"07.10.2024","12,440","12,505","12,505","12,440","0,06%"
"04.10.2024","12,432","12,440","12,440","12,432","0,77%"
"03.10.2024","12,337","12,328","12,337","12,328","0,28%"
"02.10.2024","12,302","12,320","12,320","12,302","-0,55%"
"01.10.2024","12,370","12,360","12,370","12,360","-0,48%"
"30.09.2024","12,430","12,390","12,430","12,390","0,81%"
"27.09.2024","12,330","12,320","12,330","12,320","0,94%"
"26.09.2024","12,215","12,235","12,235","12,215","0,53%"
"25.09.2024","12,150","12,150","12,150","12,150","-0,29%"
"24.09.2024","12,185","12,275","12,275","12,185","-1,34%"
"23.09.2024","12,350","12,310","12,350","12,310","0,78%"
"20.09.2024","12,255","12,185","12,255","12,185","1,59%"
"19.09.2024","12,063","12,015","12,063","12,015","2,56%"
"18.09.2024","11,762","11,818","11,818","11,762","-0,91%"
"17.09.2024","11,870","11,860","11,870","11,860","0,00%"
"16.09.2024","11,870","11,870","11,870","11,870","0,17%"
"13.09.2024","11,850","11,830","11,850","11,830","-0,29%"
"12.09.2024","11,885","11,895","11,895","11,885","0,59%"
"11.09.2024","11,815","11,800","11,815","11,800","0,13%"
"10.09.2024","11,800","11,785","11,800","11,785","0,21%"
"09.09.2024","11,775","11,775","11,775","11,775","0,26%"
"06.09.2024","11,745","11,670","11,745","11,670","-0,25%"
"05.09.2024","11,775","11,755","11,775","11,755","-0,67%"
"04.09.2024","11,855","11,890","11,890","11,855","-0,75%"
"03.09.2024","11,945","12,005","12,005","11,945","0,42%"
"02.09.2024","11,895","11,917","11,917","11,895","-0,27%"
"30.08.2024","11,927","11,938","11,938","11,927","0,84%"
"29.08.2024","11,828","11,773","11,828","11,773","1,29%"
"28.08.2024","11,677","11,613","11,677","11,613","1,17%"
"27.08.2024","11,542","11,530","11,542","11,530","1,01%"
"26.08.2024","11,427","11,462","11,462","11,427","-0,62%"
"23.08.2024","11,498","11,550","11,550","11,498","-0,88%"
"22.08.2024","11,600","11,570","11,600","11,570","0,96%"
"21.08.2024","11,490","11,510","11,510","11,490","-0,39%"
"20.08.2024","11,535","11,510","11,535","11,510","0,04%"
"19.08.2024","11,530","11,615","11,615","11,530","-0,90%"
"16.08.2024","11,635","11,525","11,635","11,525","0,61%"
"15.08.2024","11,565","11,540","11,565","11,540","1,18%"
"14.08.2024","11,430","11,440","11,440","11,430","-0,39%"
"13.08.2024","11,475","11,475","11,475","11,475","-0,74%"
"12.08.2024","11,560","11,470","11,560","11,470","-0,34%"
"09.08.2024","11,600","11,700","11,700","11,600","-0,39%"
"08.08.2024","11,645","11,645","11,645","11,645","0,39%"
"07.08.2024","11,600","11,600","11,600","11,600","0,22%"
"06.08.2024","11,575","11,455","11,575","11,455","1,89%"
"05.08.2024","11,360","11,195","11,360","11,195","-0,44%"
"02.08.2024","11,410","11,435","11,435","11,410","-2,27%"
"01.08.2024","11,675","11,620","11,675","11,620","-0,85%"
"31.07.2024","11,775","11,755","11,775","11,755","-0,21%"
"30.07.2024","11,800","11,875","11,875","11,800","-0,42%"
"29.07.2024","11,850","11,830","11,850","11,830","0,42%"
"26.07.2024","11,800","11,807","11,807","11,800","-0,65%"
"25.07.2024","11,877","11,788","11,877","11,788","1,69%"
"24.07.2024","11,680","11,685","11,685","11,680","0,52%"
"23.07.2024","11,620","11,568","11,620","11,568","1,13%"
"22.07.2024","11,490","11,540","11,540","11,490","0,13%"
"19.07.2024","11,475","11,485","11,485","11,475","-0,35%"
"18.07.2024","11,515","11,515","11,515","11,515","2,13%"
"17.07.2024","11,275","11,280","11,280","11,275","0,53%"
"16.07.2024","11,215","11,215","11,215","11,215","-0,66%"
"15.07.2024","11,290","11,315","11,315","11,290","0,80%"
"12.07.2024","11,200","11,300","11,300","11,200","0,00%"
"11.07.2024","11,200","11,220","11,220","11,200","0,00%"
"10.07.2024","11,200","11,145","11,200","11,145","-1,04%"
"09.07.2024","11,318","11,355","11,355","11,318","-0,59%"
"08.07.2024","11,385","11,415","11,415","11,385","0,13%"
"05.07.2024","11,370","11,400","11,400","11,370","-0,79%"
"04.07.2024","11,460","11,460","11,460","11,460","-1,67%"
"03.07.2024","11,655","11,720","11,720","11,655","-2,31%"
"02.07.2024","11,930","11,948","11,948","11,930","0,32%"
"01.07.2024","11,892","11,892","11,892","11,892","2,15%"
"28.06.2024","11,642","11,642","11,642","11,642","1,17%"
"27.06.2024","11,507","11,432","11,507","11,432","1,29%"
"26.06.2024","11,360","11,385","11,385","11,360","0,93%"
"25.06.2024","11,255","11,230","11,255","11,230","0,15%"
"24.06.2024","11,238","11,230","11,238","11,230","-0,55%"
"21.06.2024","11,300","11,425","11,425","11,300","-0,48%"
"20.06.2024","11,355","11,295","11,355","11,295","-1,48%"
"19.06.2024","11,525","11,483","11,525","11,483","1,14%"
"18.06.2024","11,395","11,438","11,438","11,395","0,00%"
"17.06.2024","11,395","11,415","11,415","11,395","0,22%"
"14.06.2024","11,370","11,360","11,370","11,360","0,13%"
"13.06.2024","11,355","11,505","11,505","11,355","-0,53%"
"12.06.2024","11,415","11,363","11,415","11,363","0,69%"
"11.06.2024","11,337","11,337","11,338","11,337","-0,97%"
"10.06.2024","11,448","11,515","11,515","11,448","3,32%"
"07.06.2024","11,080","11,080","11,080","11,080","0,66%"
"06.06.2024","11,007","11,050","11,050","11,007","0,15%"
"04.06.2024","10,990","10,960","10,990","10,960","0,06%"
"03.06.2024","10,983","10,983","10,983","10,983","0,21%"
"31.05.2024","10,960","10,985","10,985","10,960","0,41%"
"29.05.2024","10,915","10,915","10,915","10,915","0,92%"
"28.05.2024","10,815","10,762","10,815","10,762","-0,66%"
"27.05.2024","10,887","10,953","10,953","10,887","-0,62%"
"24.05.2024","10,955","10,917","10,955","10,917","0,26%"
"23.05.2024","10,927","10,925","10,927","10,925","0,06%"
"22.05.2024","10,920","10,920","10,920","10,920","1,09%"
"21.05.2024","10,802","10,790","10,802","10,790","-0,56%"
"20.05.2024","10,863","10,868","10,868","10,863","0,49%"
"17.05.2024","10,810","10,785","10,810","10,785","0,98%"
"16.05.2024","10,705","10,720","10,720","10,705","0,14%"
"15.05.2024","10,690","10,690","10,690","10,690","-0,28%"
"14.05.2024","10,720","10,700","10,720","10,700","-0,17%"
"13.05.2024","10,738","10,712","10,738","10,712","0,21%"
"10.05.2024","10,715","10,670","10,715","10,670","0,52%"
"09.05.2024","10,660","10,730","10,730","10,660","0,33%"
"08.05.2024","10,625","10,650","10,650","10,625","0,57%"
"07.05.2024","10,565","10,547","10,565","10,547","-0,33%"
"06.05.2024","10,600","10,545","10,600","10,545","1,17%"
"03.05.2024","10,477","10,485","10,485","10,470","-1,16%"
"02.05.2024","10,600","10,680","10,680","10,600","-1,40%"
"30.04.2024","10,750","10,685","10,750","10,685","1,85%"
"29.04.2024","10,555","10,565","10,570","10,516","-0,52%"
"26.04.2024","10,610","10,630","10,630","10,610","-1,26%"
"25.04.2024","10,745","10,735","10,847","10,735","0,09%"
"24.04.2024","10,735","10,735","10,735","10,735","1,08%"
"23.04.2024","10,620","10,735","10,735","10,620","-0,23%"
"22.04.2024","10,645","10,645","10,645","10,645","-0,19%"
"19.04.2024","10,665","10,735","10,735","10,665","-2,07%"
"18.04.2024","10,890","10,825","10,890","10,825","-0,50%"
"17.04.2024","10,945","10,637","10,945","10,637","1,42%"
"16.04.2024","10,792","10,725","10,792","10,725","2,44%"
"15.04.2024","10,535","10,535","10,535","10,535","1,52%"
"12.04.2024","10,377","10,403","10,403","10,377","0,55%"
"11.04.2024","10,320","10,320","10,320","10,320","0,23%"
"10.04.2024","10,296","10,125","10,296","10,125","0,96%"
"08.04.2024","10,198","10,198","10,198","10,198","-0,04%"
"05.04.2024","10,202","10,202","10,202","10,202","1,21%"
"04.04.2024","10,080","10,080","10,080","10,080","-0,25%"
"03.04.2024","10,105","10,120","10,120","10,105","0,08%"
"02.04.2024","10,097","10,097","10,097","10,097","0,17%"
"01.04.2024","10,080","10,063","10,080","10,063","1,28%"
"28.03.2024","9,953","9,962","9,962","9,953","0,40%"
"27.03.2024","9,913","9,962","9,962","9,913","-0,14%"
"26.03.2024","9,927","9,943","9,943","9,927","0,65%"
"25.03.2024","9,863","9,873","9,873","9,863","-0,07%"
"22.03.2024","9,870","9,870","9,870","9,870","-0,35%"
"21.03.2024","9,905","9,885","9,905","9,885","0,35%"
"20.03.2024","9,870","9,870","9,870","9,870","-0,40%"
"19.03.2024","9,910","9,932","9,932","9,910","-0,78%"
"18.03.2024","9,988","9,988","9,988","9,988","-0,12%"
"16.03.2024","10,000","10,000","10,000","10,000","1,29%"
"15.03.2024","9,873","9,873","9,873","9,873","0,56%"
"14.03.2024","9,818","9,792","9,818","9,792","1,13%"
"13.03.2024","9,708","9,733","9,733","9,708","-0,20%"
"12.03.2024","9,727","9,743","9,743","9,727","-0,47%"
"11.03.2024","9,773","9,833","9,833","9,773","-1,28%"
"10.03.2024","9,900","9,900","9,900","9,900","0,00%"
"09.03.2024","9,900","9,900","9,900","9,900","0,92%"
"08.03.2024","9,810","9,810","9,810","9,810","0,64%"
"07.03.2024","9,748","9,733","9,748","9,733","0,27%"
"06.03.2024","9,722","9,717","9,722","9,717","-0,11%"
"05.03.2024","9,733","9,750","9,750","9,733","-0,63%"
"04.03.2024","9,795","9,805","9,805","9,795","-0,86%"
"02.03.2024","9,880","9,880","9,880","9,880","0,76%"
"01.03.2024","9,805","9,890","9,890","9,805","-0,41%"
"29.02.2024","9,845","9,922","9,922","9,845","-0,40%"
"28.02.2024","9,885","9,855","9,885","9,855","0,25%"
"27.02.2024","9,860","9,898","9,898","9,860","-1,05%"
"26.02.2024","9,965","9,930","9,965","9,930","-0,15%"
"25.02.2024","9,980","9,980","9,980","9,980","0,91%"
"23.02.2024","9,890","9,880","9,890","9,880","-0,10%"
"22.02.2024","9,900","9,860","9,900","9,860","0,66%"
"21.02.2024","9,835","9,825","9,835","9,825","-0,15%"
"20.02.2024","9,850","9,895","9,895","9,850","-0,54%"
"19.02.2024","9,903","9,920","9,920","9,903","-1,07%"
"18.02.2024","10,010","10,010","10,010","10,010","0,70%"
"16.02.2024","9,940","9,890","9,940","9,890","0,86%"
"15.02.2024","9,855","9,855","9,855","9,855","-0,15%"
"14.02.2024","9,870","9,870","9,870","9,870","-0,20%"
"13.02.2024","9,890","9,890","9,890","9,890","0,00%"
"12.02.2024","9,890","9,890","9,890","9,890","0,00%"
"11.02.2024","9,890","9,890","9,890","9,890","0,82%"
"09.02.2024","9,810","9,810","9,810","9,810","-0,30%"
"08.02.2024","9,840","9,840","9,840","9,840","0,97%"
"07.02.2024","9,745","9,745","9,745","9,745","0,26%"
"06.02.2024","9,720","9,765","9,765","9,720","-0,92%"
"05.02.2024","9,810","9,813","9,813","9,810","-0,71%"
"04.02.2024","9,880","9,880","9,880","9,880","0,92%"
"02.02.2024","9,790","9,675","9,790","9,675","1,14%"
"01.02.2024","9,680","9,730","9,730","9,680","-0,05%"
"31.01.2024","9,685","9,730","9,730","9,685","-0,97%"
"30.01.2024","9,780","9,760","9,780","9,760","0,51%"
"29.01.2024","9,730","9,695","9,730","9,695","-0,31%"
"28.01.2024","9,760","9,760","9,760","9,760","0,00%"
"27.01.2024","9,760","9,760","9,760","9,760","0,83%"
"26.01.2024","9,680","9,670","9,680","9,670","-0,92%"
"25.01.2024","9,770","9,785","9,785","9,770","-0,18%"
"24.01.2024","9,788","9,783","9,788","9,783","-0,50%"
"23.01.2024","9,837","9,828","9,837","9,828","-0,15%"
"22.01.2024","9,852","9,852","9,852","9,852","-0,79%"
"20.01.2024","9,930","9,930","9,930","9,930","0,79%"
"19.01.2024","9,852","9,790","9,852","9,790","0,22%"
"18.01.2024","9,830","9,805","9,830","9,805","-0,05%"
"17.01.2024","9,835","9,875","9,875","9,835","-0,38%"
"16.01.2024","9,873","9,770","9,873","9,770","1,63%"
"15.01.2024","9,715","9,752","9,752","9,715","-0,97%"
"14.01.2024","9,810","9,810","9,810","9,810","0,00%"
"13.01.2024","9,810","9,810","9,810","9,810","0,77%"
"12.01.2024","9,735","9,735","9,735","9,735","-1,62%"
"11.01.2024","9,895","9,895","9,895","9,895","0,15%"
"10.01.2024","9,880","9,810","9,880","9,810","0,46%"
"09.01.2024","9,835","9,865","9,865","9,835","0,51%"
"08.01.2024","9,785","9,815","9,815","9,785","-0,66%"
"06.01.2024","9,850","9,850","9,850","9,850","0,77%"
"05.01.2024","9,775","9,795","9,795","9,775","-0,36%"
"04.01.2024","9,810","9,810","9,810","9,810","0,72%"
"03.01.2024","9,740","9,740","9,740","9,740","-0,15%"
"02.01.2024","9,755","9,760","9,760","9,755","0,29%"
"28.12.2023","9,727","9,743","9,743","9,727","0,75%"
"27.12.2023","9,655","9,685","9,685","9,655","-0,64%"
"26.12.2023","9,717","9,775","9,775","9,717","-0,18%"
"22.12.2023","9,735","9,708","9,735","9,708","-0,44%"
"21.12.2023","9,778","9,727","9,778","9,727","0,68%"
"20.12.2023","9,712","9,738","9,738","9,712","-0,67%"
"19.12.2023","9,778","9,775","9,778","9,775","-0,28%"
"18.12.2023","9,805","9,820","9,820","9,805","0,05%"
"15.12.2023","9,800","9,830","9,830","9,800","-0,05%"
"14.12.2023","9,805","9,765","9,805","9,765","-1,56%"
"13.12.2023","9,960","9,985","9,985","9,960","-0,85%"
"12.12.2023","10,045","10,060","10,060","10,045","-0,59%"
"11.12.2023","10,105","10,145","10,145","10,105","-0,39%"
"08.12.2023","10,145","10,105","10,145","10,105","1,05%"
"07.12.2023","10,040","10,100","10,100","10,040","-0,64%"
"06.12.2023","10,105","10,125","10,125","10,105","-0,64%"
"05.12.2023","10,170","10,170","10,170","10,170","0,44%"
"04.12.2023","10,125","10,085","10,125","10,085","1,05%"
"01.12.2023","10,020","10,120","10,120","10,020","-1,04%"
"30.11.2023","10,125","10,200","10,200","10,125","-0,62%"
"29.11.2023","10,188","10,193","10,193","10,188","-0,12%"
"28.11.2023","10,200","10,260","10,260","10,200","-0,10%"
"27.11.2023","10,210","10,233","10,233","10,210","-0,97%"
"24.11.2023","10,310","10,355","10,355","10,310","-0,29%"
"23.11.2023","10,340","10,340","10,340","10,340","-0,10%"
"22.11.2023","10,350","10,345","10,350","10,345","-0,86%"
"21.11.2023","10,440","10,425","10,440","10,425","1,56%"
"20.11.2023","10,280","10,300","10,300","10,280","0,29%"
"17.11.2023","10,250","10,255","10,255","10,250","-0,82%"
"16.11.2023","10,335","10,395","10,395","10,335","-0,58%"
"14.11.2023","10,395","10,510","10,510","10,395","-2,12%"
"13.11.2023","10,620","10,655","10,655","10,620","0,05%"
"10.11.2023","10,615","10,615","10,615","10,615","-0,61%"
"09.11.2023","10,680","10,710","10,710","10,680","-0,05%"
"08.11.2023","10,685","10,705","10,705","10,685","0,05%"
"07.11.2023","10,680","10,715","10,715","10,680","-0,93%"
"06.11.2023","10,780","10,770","10,780","10,770","0,79%"
"03.11.2023","10,695","10,750","10,750","10,695","-2,46%"
"01.11.2023","10,965","11,035","11,035","10,965","-1,22%"
"31.10.2023","11,100","11,195","11,195","11,100","-0,22%"
"30.10.2023","11,125","10,895","11,125","10,895","2,58%"
"27.10.2023","10,845","10,680","10,845","10,680","1,31%"
"26.10.2023","10,705","10,745","10,745","10,705","-1,65%"
"25.10.2023","10,885","10,855","10,885","10,855","-0,23%"
"24.10.2023","10,910","10,900","10,910","10,900","-0,46%"
"23.10.2023","10,960","11,045","11,045","10,960","-0,54%"
"20.10.2023","11,020","11,105","11,105","11,020","-1,25%"
"19.10.2023","11,160","11,040","11,160","11,040","2,06%"
"18.10.2023","10,935","10,935","10,935","10,935","0,00%"
"17.10.2023","10,935","10,805","10,935","10,805","1,56%"
"16.10.2023","10,767","10,820","10,820","10,767","-1,04%"
"13.10.2023","10,880","10,880","10,880","10,880","1,26%"
"11.10.2023","10,745","10,650","10,745","10,650","0,99%"
"10.10.2023","10,640","10,650","10,650","10,640","-0,79%"
"09.10.2023","10,725","10,860","10,860","10,725","-1,61%"
"06.10.2023","10,900","11,090","11,090","10,900","0,09%"
"05.10.2023","10,890","10,870","10,890","10,870","-0,23%"
"04.10.2023","10,915","10,950","10,950","10,915","-1,13%"
"03.10.2023","11,040","10,895","11,040","10,895","1,44%"
"02.10.2023","10,883","10,883","10,883","10,883","1,43%"
"29.09.2023","10,730","10,730","10,730","10,730","-1,56%"
"28.09.2023","10,900","10,865","10,900","10,865","0,84%"
"27.09.2023","10,809","10,585","10,809","10,585","2,31%"
"26.09.2023","10,565","10,490","10,565","10,490","1,34%"
"25.09.2023","10,425","10,425","10,425","10,425","0,87%"
"22.09.2023","10,335","10,345","10,345","10,335","-0,34%"
"21.09.2023","10,370","10,385","10,385","10,370","1,07%"
"20.09.2023","10,260","10,265","10,265","10,260","-0,34%"
"19.09.2023","10,295","10,295","10,295","10,295","0,64%"
"18.09.2023","10,230","10,210","10,230","10,210","0,44%"
"15.09.2023","10,185","10,215","10,215","10,185","0,15%"
"14.09.2023","10,170","10,170","10,170","10,170","0,27%"
"13.09.2023","10,143","10,190","10,190","10,135","-0,56%"
"12.09.2023","10,200","10,205","10,205","10,200","-1,07%"
"11.09.2023","10,310","10,370","10,370","10,310","-0,43%"
"08.09.2023","10,355","10,350","10,355","10,350","-0,72%"
"06.09.2023","10,430","10,405","10,430","10,405","0,00%"
"05.09.2023","10,430","10,400","10,430","10,400","0,43%"
"04.09.2023","10,385","10,340","10,385","10,340","0,10%"
"01.09.2023","10,375","10,375","10,375","10,375","0,63%"
"31.08.2023","10,310","10,285","10,310","10,285","1,23%"
"30.08.2023","10,185","10,165","10,185","10,165","-0,39%"
"29.08.2023","10,225","10,285","10,285","10,225","-0,78%"
"28.08.2023","10,305","10,285","10,305","10,285","0,49%"
"25.08.2023","10,255","10,255","10,255","10,255","1,08%"
"24.08.2023","10,145","10,220","10,220","10,145","-0,49%"
"23.08.2023","10,195","10,230","10,230","10,195","-1,12%"
"22.08.2023","10,310","10,375","10,375","10,310","-0,96%"
"21.08.2023","10,410","10,410","10,410","10,410","1,22%"
"18.08.2023","10,285","10,345","10,345","10,285","-0,39%"
"17.08.2023","10,325","10,260","10,325","10,260","1,13%"
"16.08.2023","10,210","10,170","10,210","10,170","-0,05%"
"15.08.2023","10,215","10,185","10,215","10,185","0,59%"
"14.08.2023","10,155","10,105","10,155","10,105","1,04%"
"11.08.2023","10,050","10,045","10,050","10,045","-0,40%"
"10.08.2023","10,090","10,090","10,090","10,090","-0,30%"
"09.08.2023","10,120","10,115","10,120","10,115","0,05%"
"08.08.2023","10,115","10,190","10,190","10,115","-1,27%"
"07.08.2023","10,245","10,220","10,245","10,220","0,54%"
"04.08.2023","10,190","10,170","10,190","10,170","0,15%"
"03.08.2023","10,175","10,205","10,205","10,175","-1,64%"
"02.08.2023","10,345","10,360","10,360","10,345","0,00%"
"01.08.2023","10,345","10,365","10,365","10,345","0,39%"
"31.07.2023","10,305","10,335","10,335","10,305","-0,63%"
"28.07.2023","10,370","10,370","10,370","10,370","0,48%"
"27.07.2023","10,320","10,315","10,320","10,315","0,19%"
"26.07.2023","10,300","10,300","10,300","10,300","-0,19%"
"25.07.2023","10,320","10,305","10,320","10,305","-0,86%"
"24.07.2023","10,410","10,445","10,445","10,410","-0,13%"
"21.07.2023","10,424","10,450","10,450","10,395","-1,09%"
"20.07.2023","10,539","10,490","10,539","10,490","0,95%"
"19.07.2023","10,440","10,445","10,445","10,440","0,45%"
"18.07.2023","10,393","10,420","10,420","10,380","-0,59%"
"17.07.2023","10,455","10,515","10,515","10,455","-0,85%"
"14.07.2023","10,545","10,495","10,545","10,495","0,59%"
"13.07.2023","10,483","10,415","10,483","10,415","0,82%"
"12.07.2023","10,398","10,355","10,410","10,355","0,10%"
"11.07.2023","10,388","10,510","10,510","10,388","-0,26%"
"10.07.2023","10,415","10,385","10,415","10,385","0,58%"
"07.07.2023","10,355","10,455","10,455","10,355","-1,32%"
"06.07.2023","10,493","10,495","10,530","10,493","0,58%"
"05.07.2023","10,433","10,390","10,433","10,390","0,79%"
"04.07.2023","10,351","10,295","10,351","10,295","0,68%"
"03.07.2023","10,281","10,350","10,350","10,281","-1,23%"
"30.06.2023","10,409","10,425","10,425","10,409","-3,44%"
"29.06.2023","10,780","10,825","10,825","10,780","-0,14%"
"28.06.2023","10,795","10,800","10,800","10,795","0,05%"
"27.06.2023","10,790","10,755","10,790","10,755","-0,28%"
"26.06.2023","10,820","10,805","10,820","10,805","0,00%"
"23.06.2023","10,820","10,855","10,855","10,820","-1,37%"
"22.06.2023","10,970","10,940","10,970","10,940","0,37%"
"21.06.2023","10,930","10,940","10,940","10,930","0,37%"
"20.06.2023","10,890","10,950","10,950","10,890","-0,59%"
"19.06.2023","10,955","10,980","10,980","10,955","-0,54%"
"16.06.2023","11,015","11,035","11,035","11,015","0,55%"
"15.06.2023","10,955","10,940","10,955","10,940","-0,68%"
"14.06.2023","11,030","10,970","11,030","10,970","0,50%"
"13.06.2023","10,975","10,875","10,975","10,875","0,41%"
"12.06.2023","10,930","10,925","10,930","10,925","-0,14%"
"09.06.2023","10,945","11,005","11,005","10,945","-1,26%"
"07.06.2023","11,085","11,040","11,085","11,040","0,09%"
"06.06.2023","11,075","11,055","11,075","11,055","-0,45%"
"05.06.2023","11,125","11,340","11,340","11,125","-1,68%"
"02.06.2023","11,315","11,295","11,315","11,295","0,00%"
"01.06.2023","11,315","11,360","11,360","11,315","0,13%"
"31.05.2023","11,300","11,285","11,300","11,285","-0,22%"
"30.05.2023","11,325","11,310","11,325","11,310","-0,35%"
"29.05.2023","11,365","11,350","11,365","11,350","0,40%"
"26.05.2023","11,320","11,400","11,400","11,320","0,09%"
"25.05.2023","11,310","11,355","11,355","11,310","-1,69%"
"24.05.2023","11,505","11,500","11,505","11,500","-0,60%"
"23.05.2023","11,575","11,630","11,630","11,575","-0,60%"
"22.05.2023","11,645","11,625","11,645","11,625","0,52%"
"19.05.2023","11,585","11,615","11,615","11,585","-0,17%"
"18.05.2023","11,605","11,645","11,645","11,605","-0,64%"
"17.05.2023","11,680","11,665","11,680","11,665","0,78%"
"16.05.2023","11,590","11,585","11,590","11,585","-0,26%"
"15.05.2023","11,620","11,650","11,650","11,620","-0,43%"
"12.05.2023","11,670","11,630","11,670","11,630","0,69%"
"11.05.2023","11,590","11,610","11,610","11,590","-0,86%"
"10.05.2023","11,690","11,685","11,690","11,685","-0,04%"
"09.05.2023","11,695","11,715","11,715","11,695","0,34%"
"08.05.2023","11,655","11,695","11,695","11,655","-0,04%"
"05.05.2023","11,660","11,715","11,715","11,660","-0,26%"
"04.05.2023","11,690","11,765","11,765","11,690","-1,35%"
"03.05.2023","11,850","11,890","11,890","11,850","-0,75%"
"02.05.2023","11,940","12,030","12,030","11,940","-0,54%"
"28.04.2023","12,005","11,990","12,005","11,990","0,92%"
"27.04.2023","11,895","11,820","11,895","11,820","0,38%"
"26.04.2023","11,850","11,805","11,850","11,805","0,38%"
"25.04.2023","11,805","11,805","11,805","11,805","-0,76%"
"24.04.2023","11,895","11,905","11,905","11,895","-0,79%"
"20.04.2023","11,990","12,035","12,035","11,990","-0,91%"
"19.04.2023","12,100","11,965","12,100","11,965","1,04%"
"18.04.2023","11,975","11,895","11,975","11,895","0,80%"
"17.04.2023","11,880","11,880","11,880","11,880","0,04%"
"14.04.2023","11,875","11,850","11,875","11,850","0,98%"
"13.04.2023","11,760","11,795","11,795","11,760","-0,08%"
"12.04.2023","11,770","11,735","11,770","11,735","0,21%"
"11.04.2023","11,745","11,785","11,785","11,745","-1,88%"
"10.04.2023","11,970","12,025","12,025","11,970","-0,54%"
"06.04.2023","12,035","12,005","12,035","12,005","0,71%"
