"Data","Último","Abertura","Máxima","Mínima","Var%"
"09.08.2021","8,835","9,130","9,165","8,835","-0,45%"
"06.08.2021","8,875","9,125","9,130","8,875","0,11%"
"05.08.2021","8,865","8,900","9,125","8,865","3,62%"
"04.08.2021","8,555","8,840","8,840","8,555","-0,93%"
"03.08.2021","8,635","9,050","9,050","8,635","-1,09%"
"02.08.2021","8,730","8,740","8,740","8,710","3,74%"
"30.07.2021","8,415","8,400","8,740","8,400","0,18%"
"29.07.2021","8,400","8,490","8,490","8,400","-1,06%"
"28.07.2021","8,490","8,460","8,490","8,460","0,35%"
"27.07.2021","8,460","8,460","8,460","8,460","0,83%"
"26.07.2021","8,390","8,390","8,390","8,390","0,04%"
"23.07.2021","8,387","8,387","8,387","8,387","2,91%"
"22.07.2021","8,150","8,150","8,150","8,150","-0,18%"
"21.07.2021","8,165","8,210","8,220","8,130","0,37%"
"20.07.2021","8,135","8,130","8,135","8,130","-0,91%"
"19.07.2021","8,210","8,210","8,210","8,210","-0,24%"
"16.07.2021","8,230","8,220","8,230","7,965","1,42%"
"15.07.2021","8,115","8,320","8,320","8,115","0,25%"
"14.07.2021","8,095","8,470","8,470","8,095","-1,70%"
"13.07.2021","8,235","8,410","8,490","8,235","2,11%"
"12.07.2021","8,065","8,410","8,420","8,065","-3,41%"
"08.07.2021","8,350","8,280","8,350","8,280","0,72%"
"07.07.2021","8,290","8,280","8,290","8,280","-1,19%"
"06.07.2021","8,390","8,270","8,390","8,010","1,45%"
"05.07.2021","8,270","8,180","8,270","8,180","1,10%"
"02.07.2021","8,180","8,180","8,180","8,180","-0,37%"
"01.07.2021","8,210","8,105","8,210","8,010","1,23%"
"30.06.2021","8,110","8,010","8,110","8,010","1,50%"
"29.06.2021","7,990","8,185","8,185","7,985","-0,37%"
"28.06.2021","8,020","8,215","8,215","8,010","-2,31%"
"25.06.2021","8,210","8,215","8,215","8,185","0,37%"
"24.06.2021","8,180","8,320","8,320","8,180","-1,68%"
"23.06.2021","8,320","8,300","8,320","8,300","0,24%"
"22.06.2021","8,300","8,260","8,300","8,260","0,36%"
"21.06.2021","8,270","8,420","8,420","8,260","-1,90%"
"18.06.2021","8,430","8,215","8,430","8,215","2,43%"
"17.06.2021","8,230","8,065","8,230","8,065","2,05%"
"16.06.2021","8,065","8,050","8,065","8,020","0,19%"
"15.06.2021","8,050","8,050","8,050","8,050","0,81%"
"14.06.2021","7,985","7,985","7,985","7,880","0,00%"
"11.06.2021","7,985","7,985","7,985","7,985","1,33%"
"10.06.2021","7,880","7,880","7,880","7,880","0,00%"
"09.06.2021","7,880","7,800","7,880","7,800","0,77%"
"08.06.2021","7,820","7,830","7,830","7,800","-0,13%"
"07.06.2021","7,830","7,750","7,830","7,750","0,97%"
"04.06.2021","7,755","7,850","7,850","7,750","-0,96%"
"02.06.2021","7,830","7,970","7,970","7,830","-1,69%"
"01.06.2021","7,965","7,925","7,970","7,925","0,50%"
"31.05.2021","7,925","7,835","7,925","7,835","1,08%"
"28.05.2021","7,840","7,935","8,115","7,835","-1,20%"
"27.05.2021","7,935","8,115","8,115","7,935","-2,22%"
"26.05.2021","8,115","8,205","8,205","8,115","-1,10%"
"25.05.2021","8,205","8,235","8,235","8,205","-1,44%"
"24.05.2021","8,325","8,235","8,325","8,235","1,09%"
"21.05.2021","8,235","8,285","8,345","8,235","-0,60%"
"20.05.2021","8,285","8,345","8,345","8,285","-1,31%"
"19.05.2021","8,395","8,345","8,395","8,345","0,60%"
"18.05.2021","8,345","8,245","8,345","8,245","1,21%"
"17.05.2021","8,245","8,325","8,325","8,245","-0,96%"
"14.05.2021","8,325","8,295","8,325","8,295","0,36%"
"13.05.2021","8,295","8,335","8,335","8,295","-0,48%"
"12.05.2021","8,335","8,105","8,335","8,105","2,77%"
"11.05.2021","8,110","8,230","8,230","8,105","-1,58%"
"10.05.2021","8,240","8,140","8,240","8,140","0,98%"
"07.05.2021","8,160","8,120","8,160","8,120","0,37%"
"06.05.2021","8,130","8,045","8,130","8,045","2,26%"
"05.05.2021","7,950","8,145","8,145","7,950","2,12%"
"04.05.2021","7,785","7,955","8,145","7,785","-2,14%"
"03.05.2021","7,955","7,855","7,955","7,810","1,14%"
"30.04.2021","7,865","7,775","7,865","7,775","1,03%"
"29.04.2021","7,785","7,810","7,810","7,775","-0,32%"
"28.04.2021","7,810","7,860","7,860","7,810","-0,64%"
"27.04.2021","7,860","7,905","7,905","7,860","-0,57%"
"26.04.2021","7,905","7,905","7,905","7,905","1,09%"
"23.04.2021","7,820","7,905","7,905","7,820","-1,01%"
"22.04.2021","7,900","8,110","8,110","7,900","-2,59%"
"20.04.2021","8,110","8,080","8,110","8,080","1,37%"
"19.04.2021","8,000","8,080","8,080","7,995","-0,99%"
"16.04.2021","8,080","8,290","8,290","8,080","-2,53%"
"15.04.2021","8,290","8,420","8,420","8,290","-1,54%"
"14.04.2021","8,420","8,310","8,420","8,310","-1,06%"
"13.04.2021","8,510","8,405","8,510","8,310","1,43%"
"12.04.2021","8,390","8,310","8,405","8,310","0,00%"
"09.04.2021","8,390","8,310","8,395","8,310","2,19%"
"08.04.2021","8,210","8,465","8,465","8,205","-3,07%"
"07.04.2021","8,470","8,310","8,470","8,310","1,93%"
"06.04.2021","8,310","8,235","8,310","8,235","0,85%"
"05.04.2021","8,240","8,275","8,275","8,235","-0,60%"
"01.04.2021","8,290","8,140","8,290","8,140","1,84%"
"31.03.2021","8,140","8,150","8,150","8,140","-0,25%"
"30.03.2021","8,160","8,340","8,340","8,150","-2,28%"
"29.03.2021","8,350","8,205","8,350","8,205","1,21%"
"26.03.2021","8,250","8,200","8,250","8,155","0,61%"
"25.03.2021","8,200","8,345","8,345","8,200","-1,97%"
"24.03.2021","8,365","8,155","8,365","8,155","2,51%"
"23.03.2021","8,160","7,975","8,160","7,975","2,26%"
"22.03.2021","7,980","7,815","7,980","7,815","2,18%"
"19.03.2021","7,810","7,595","7,815","7,595","2,76%"
"18.03.2021","7,600","7,625","7,625","7,600","-0,33%"
"17.03.2021","7,625","7,625","7,625","7,625","0,46%"
"16.03.2021","7,590","7,625","7,625","7,590","0,80%"
"15.03.2021","7,530","7,625","7,625","7,530","-1,31%"
"12.03.2021","7,630","7,530","7,630","7,530","1,19%"
"11.03.2021","7,540","7,540","7,540","7,540","-0,92%"
"10.03.2021","7,610","7,610","7,610","7,610","1,33%"
"09.03.2021","7,510","7,510","7,510","7,510","1,62%"
"08.03.2021","7,390","7,390","7,390","7,390","4,38%"
"05.03.2021","7,080","7,080","7,080","7,080","-3,28%"
"04.03.2021","7,320","7,320","7,320","7,320","-7,58%"
"03.03.2021","7,920","7,920","7,920","7,920","4,07%"
"02.03.2021","7,610","7,610","7,610","7,610","1,87%"
"01.03.2021","7,470","7,470","7,470","7,470","2,47%"
"26.02.2021","7,290","7,290","7,290","7,290","1,11%"
"25.02.2021","7,210","7,210","7,210","7,210","2,27%"
"24.02.2021","7,050","7,050","7,050","7,050","3,52%"
"23.02.2021","6,810","6,810","6,810","6,810","-1,59%"
"22.02.2021","6,920","6,920","6,920","6,920","4,37%"
"19.02.2021","6,630","6,630","6,630","6,630","0,00%"
"18.02.2021","6,630","6,630","6,630","6,630","0,38%"
"17.02.2021","6,605","6,605","6,605","6,605","4,76%"
"12.02.2021","6,305","6,305","6,495","6,305","1,61%"
"11.02.2021","6,205","6,205","6,390","6,205","-2,44%"
"10.02.2021","6,360","6,255","6,360","6,255","-0,47%"
"09.02.2021","6,390","6,245","6,390","6,245","4,16%"
"08.02.2021","6,135","6,135","6,303","6,135","-0,49%"
"05.02.2021","6,165","6,165","6,210","6,165","-0,72%"
"04.02.2021","6,210","6,209","6,210","6,209","3,76%"
"03.02.2021","5,985","5,985","6,062","5,985","-1,24%"
"02.02.2021","6,060","6,075","6,075","6,060","-0,74%"
"01.02.2021","6,105","6,105","6,170","6,105","-1,45%"
"29.01.2021","6,195","6,195","6,195","6,140","-1,59%"
"28.01.2021","6,295","6,295","6,295","6,280","-0,47%"
"27.01.2021","6,325","6,325","6,375","6,325","-1,09%"
"26.01.2021","6,395","6,395","6,410","6,395","-2,66%"
"25.01.2021","6,570","6,570","6,570","6,570","2,10%"
"22.01.2021","6,435","6,435","6,590","6,435","0,39%"
"21.01.2021","6,410","6,295","6,410","6,295","2,15%"
"20.01.2021","6,275","6,275","6,275","6,260","0,80%"
"19.01.2021","6,225","6,225","6,260","6,225","0,00%"
"18.01.2021","6,225","6,225","6,225","6,220","-0,64%"
"15.01.2021","6,265","6,265","6,265","6,255","-0,79%"
"14.01.2021","6,315","6,315","6,315","6,245","-0,16%"
"13.01.2021","6,325","6,325","6,360","6,325","-0,24%"
"12.01.2021","6,340","6,340","6,340","6,150","2,76%"
"11.01.2021","6,170","6,170","6,170","6,170","4,75%"
"08.01.2021","5,890","5,890","6,050","5,890","1,20%"
"07.01.2021","5,820","5,820","5,820","5,820","2,65%"
"06.01.2021","5,670","5,670","5,670","5,670","5,19%"
"05.01.2021","5,390","5,390","5,565","5,390","-1,01%"
"04.01.2021","5,445","5,445","5,445","5,445","-0,09%"
"31.12.2020","5,450","5,450","5,450","5,450","0,00%"
"30.12.2020","5,450","5,485","5,485","5,450","-0,82%"
"29.12.2020","5,495","5,565","5,565","5,495","-2,83%"
"28.12.2020","5,655","5,640","5,655","5,635","1,56%"
"24.12.2020","5,568","5,568","5,568","5,568","-0,13%"
"23.12.2020","5,575","5,580","5,580","5,575","-2,45%"
"22.12.2020","5,715","5,700","5,715","5,685","-0,61%"
"21.12.2020","5,750","5,895","5,895","5,750","-0,61%"
"18.12.2020","5,785","5,865","5,865","5,757","0,09%"
"17.12.2020","5,780","5,750","5,780","5,750","0,09%"
"16.12.2020","5,775","5,700","5,790","5,700","1,32%"
"15.12.2020","5,700","5,810","5,810","5,685","-1,89%"
"14.12.2020","5,810","5,740","5,810","5,740","0,00%"
"11.12.2020","5,810","5,870","5,870","5,720","-1,69%"
"10.12.2020","5,910","5,910","5,910","5,860","-0,34%"
"09.12.2020","5,930","5,950","5,950","5,930","0,34%"
"08.12.2020","5,910","5,980","6,000","5,910","-0,42%"
"07.12.2020","5,935","5,965","5,965","5,910","-1,00%"
"04.12.2020","5,995","6,055","6,055","5,950","-0,83%"
"03.12.2020","6,045","6,205","6,205","6,045","-2,26%"
"02.12.2020","6,185","6,285","6,285","6,185","-3,21%"
"01.12.2020","6,390","6,575","6,575","6,390","-2,29%"
"30.11.2020","6,540","6,540","6,540","6,540","0,15%"
"27.11.2020","6,530","6,610","6,610","6,530","-1,80%"
"26.11.2020","6,650","6,750","6,750","6,650","-2,06%"
"25.11.2020","6,790","6,770","6,790","6,750","-0,44%"
"24.11.2020","6,820","6,810","6,850","6,810","-0,87%"
"23.11.2020","6,880","6,840","6,910","6,840","1,47%"
"20.11.2020","6,780","6,750","6,780","6,750","3,04%"
"19.11.2020","6,580","6,640","6,640","6,580","0,00%"
"18.11.2020","6,580","6,470","6,630","6,470","1,70%"
"17.11.2020","6,470","6,490","6,490","6,470","-0,49%"
"16.11.2020","6,502","6,450","6,502","6,450","-0,28%"
"13.11.2020","6,520","6,570","6,570","6,520","-1,06%"
"12.11.2020","6,590","6,430","6,590","6,430","1,54%"
"11.11.2020","6,490","6,420","6,490","6,420","3,34%"
"10.11.2020","6,280","6,270","6,280","6,270","1,29%"
"09.11.2020","6,200","6,160","6,240","6,160","-2,97%"
"06.11.2020","6,390","6,540","6,540","6,310","-1,54%"
"05.11.2020","6,490","6,450","6,490","6,430","-0,61%"
"04.11.2020","6,530","6,610","6,610","6,520","-2,54%"
"03.11.2020","6,700","6,700","6,700","6,700","1,98%"
"30.10.2020","6,570","6,620","6,620","6,560","1,08%"
"29.10.2020","6,500","6,560","6,560","6,500","-0,46%"
"28.10.2020","6,530","6,620","6,620","6,530","0,00%"
"27.10.2020","6,530","6,510","6,530","6,500","1,40%"
"26.10.2020","6,440","6,420","6,490","6,420","0,62%"
"23.10.2020","6,400","6,420","6,470","6,400","1,43%"
"22.10.2020","6,310","6,290","6,310","6,290","0,96%"
"21.10.2020","6,250","6,230","6,250","6,230","0,64%"
"20.10.2020","6,210","6,280","6,280","6,185","-2,05%"
"19.10.2020","6,340","6,460","6,460","6,310","-2,46%"
"16.10.2020","6,500","6,440","6,500","6,440","1,09%"
"15.10.2020","6,430","6,395","6,450","6,395","2,06%"
"14.10.2020","6,300","6,280","6,300","6,270","0,48%"
"13.10.2020","6,270","6,360","6,360","6,270","-2,34%"
"09.10.2020","6,420","6,430","6,430","6,410","-0,47%"
"08.10.2020","6,450","6,490","6,490","6,450","-0,62%"
"07.10.2020","6,490","6,540","6,540","6,490","0,62%"
"06.10.2020","6,450","6,260","6,480","6,260","2,71%"
"05.10.2020","6,280","6,540","6,540","6,280","-2,64%"
"02.10.2020","6,450","6,240","6,450","6,240","1,42%"
"01.10.2020","6,360","6,270","6,360","6,270","2,58%"
"30.09.2020","6,200","6,290","6,290","6,200","-2,82%"
"29.09.2020","6,380","6,480","6,480","6,357","7,05%"
"28.09.2020","5,960","5,960","5,960","5,960","-0,50%"
"25.09.2020","5,990","5,945","6,005","5,945","-0,25%"
"24.09.2020","6,005","6,155","6,155","5,985","-2,60%"
"23.09.2020","6,165","6,130","6,210","6,130","1,23%"
"22.09.2020","6,090","6,100","6,100","6,080","-2,56%"
"21.09.2020","6,250","6,255","6,255","6,250","2,29%"
"18.09.2020","6,110","6,000","6,110","6,000","3,82%"
"17.09.2020","5,885","5,975","5,975","5,885","-1,34%"
"16.09.2020","5,965","5,925","5,970","5,925","1,88%"
"15.09.2020","5,855","5,875","5,875","5,855","1,30%"
"14.09.2020","5,780","5,800","5,800","5,780","-1,87%"
"11.09.2020","5,890","5,775","5,890","5,775","1,29%"
"10.09.2020","5,815","5,815","5,815","5,815","3,29%"
"09.09.2020","5,630","5,630","5,660","5,621","-0,71%"
"08.09.2020","5,670","5,630","5,670","5,630","5,98%"
"04.09.2020","5,350","5,505","5,550","5,350","-4,89%"
"03.09.2020","5,625","5,620","5,625","5,600","-0,62%"
"02.09.2020","5,660","5,570","5,660","5,570","0,89%"
"01.09.2020","5,610","5,610","5,610","5,590","-1,92%"
"31.08.2020","5,720","5,750","5,750","5,720","6,92%"
"28.08.2020","5,350","5,660","5,660","5,350","0,00%"
"27.08.2020","5,350","5,809","5,809","5,350","-7,68%"
"26.08.2020","5,795","5,795","5,795","5,795","3,67%"
"25.08.2020","5,590","5,585","5,590","5,585","0,72%"
"24.08.2020","5,550","5,543","5,550","5,543","-0,52%"
"22.08.2020","5,579","5,579","5,579","5,579","-0,23%"
"21.08.2020","5,592","5,592","5,592","5,592","-0,80%"
"20.08.2020","5,637","5,637","5,637","5,637","-0,62%"
"19.08.2020","5,672","5,672","5,672","5,672","2,74%"
"18.08.2020","5,521","5,521","5,521","5,521","-4,48%"
"17.08.2020","5,780","5,670","5,790","5,670","1,40%"
"14.08.2020","5,700","5,620","5,700","5,620","0,88%"
"13.08.2020","5,650","5,550","5,675","5,550","0,53%"
"12.08.2020","5,620","5,490","5,620","5,490","4,36%"
"11.08.2020","5,385","5,375","5,385","5,365","1,60%"
"10.08.2020","5,300","5,220","5,320","5,220","1,44%"
"07.08.2020","5,225","5,210","5,245","5,210","2,65%"
"06.08.2020","5,090","5,200","5,200","5,090","-2,49%"
"05.08.2020","5,220","5,210","5,220","5,210","1,75%"
"04.08.2020","5,130","5,100","5,140","5,100","1,79%"
"03.08.2020","5,040","5,090","5,090","5,040","0,10%"
"31.07.2020","5,035","5,040","5,040","5,035","-0,49%"
"30.07.2020","5,060","5,260","5,260","5,060","-3,80%"
"29.07.2020","5,260","5,195","5,260","5,195","-0,28%"
"28.07.2020","5,275","5,205","5,275","5,205","1,25%"
"27.07.2020","5,210","5,295","5,295","5,195","-1,42%"
"24.07.2020","5,285","5,440","5,440","5,285","-2,85%"
"23.07.2020","5,440","5,410","5,440","5,410","2,35%"
"22.07.2020","5,315","5,335","5,335","5,315","0,00%"
"21.07.2020","5,315","5,315","5,315","5,315","1,14%"
"20.07.2020","5,255","5,295","5,295","5,255","-0,94%"
"17.07.2020","5,305","5,400","5,400","5,295","-1,76%"
"16.07.2020","5,400","5,405","5,425","5,400","-0,09%"
"15.07.2020","5,405","5,375","5,405","5,375","0,56%"
"14.07.2020","5,375","5,370","5,375","5,370","0,09%"
"13.07.2020","5,370","5,360","5,370","5,360","0,23%"
"11.07.2020","5,358","5,358","5,358","5,358","-0,05%"
"10.07.2020","5,360","5,455","5,455","5,360","-1,74%"
"09.07.2020","5,455","5,465","5,465","5,455","-0,55%"
"08.07.2020","5,485","5,420","5,485","5,420","1,20%"
"07.07.2020","5,420","5,315","5,420","5,315","1,59%"
"06.07.2020","5,335","5,340","5,340","5,335","-1,30%"
"03.07.2020","5,405","5,435","5,435","5,340","-0,55%"
"02.07.2020","5,435","5,410","5,475","5,410","-0,18%"
"01.07.2020","5,445","5,485","5,485","5,410","-0,73%"
"30.06.2020","5,485","5,565","5,565","5,485","-1,26%"
"29.06.2020","5,555","5,625","5,625","5,555","-0,86%"
"27.06.2020","5,603","5,603","5,603","5,603","-0,92%"
"26.06.2020","5,655","5,560","5,655","5,560","1,71%"
"25.06.2020","5,560","5,750","5,750","5,560","-1,16%"
"24.06.2020","5,625","5,620","5,750","5,620","0,09%"
"23.06.2020","5,620","5,720","5,720","5,620","-0,44%"
"22.06.2020","5,645","5,621","5,720","5,621","0,36%"
"19.06.2020","5,625","5,665","5,665","5,621","-0,62%"
"18.06.2020","5,660","5,450","5,665","5,450","3,76%"
"17.06.2020","5,455","5,565","5,565","5,450","-1,80%"
"16.06.2020","5,555","5,500","5,570","5,470","1,00%"
"15.06.2020","5,500","5,470","5,535","5,470","0,55%"
"12.06.2020","5,470","5,445","5,490","5,435","0,27%"
"10.06.2020","5,455","5,560","5,560","5,445","-1,89%"
"09.06.2020","5,560","5,550","5,620","5,550","0,00%"
"08.06.2020","5,560","5,565","5,650","5,550","-0,27%"
"05.06.2020","5,575","5,475","5,580","5,475","1,46%"
"04.06.2020","5,495","5,415","5,495","5,415","1,20%"
"03.06.2020","5,430","5,510","5,510","5,410","-1,36%"
"02.06.2020","5,505","5,735","5,735","5,500","-3,93%"
"01.06.2020","5,730","5,760","5,775","5,730","-0,52%"
"29.05.2020","5,760","5,825","5,825","5,760","-0,43%"
"28.05.2020","5,785","5,785","5,840","5,785","0,35%"
"27.05.2020","5,765","5,800","5,880","5,765","-0,95%"
"26.05.2020","5,820","5,875","5,875","5,760","-0,94%"
"25.05.2020","5,875","6,205","6,205","5,875","-4,63%"
"22.05.2020","6,160","6,230","6,230","6,160","-0,08%"
"21.05.2020","6,165","6,165","6,165","6,165","-2,30%"
"20.05.2020","6,310","6,380","6,380","6,300","0,32%"
"19.05.2020","6,290","6,340","6,340","6,280","-1,26%"
"18.05.2020","6,370","6,480","6,480","6,355","-1,77%"
"15.05.2020","6,485","6,580","6,580","6,480","-2,19%"
"14.05.2020","6,630","6,645","6,780","6,580","-0,15%"
"13.05.2020","6,640","6,475","6,640","6,475","0,99%"
"12.05.2020","6,575","6,225","6,575","6,130","5,20%"
"11.05.2020","6,250","6,205","6,255","6,205","0,64%"
"08.05.2020","6,210","6,350","6,350","6,210","-2,20%"
"07.05.2020","6,350","6,220","6,350","6,220","0,16%"
"06.05.2020","6,340","6,310","6,500","6,220","0,40%"
"05.05.2020","6,315","6,430","6,430","6,250","-3,22%"
"04.05.2020","6,525","6,320","6,600","6,320","2,27%"
"30.04.2020","6,380","6,285","6,410","6,285","1,59%"
"29.04.2020","6,280","6,470","6,590","6,280","-3,09%"
"28.04.2020","6,480","7,360","7,360","6,480","-12,14%"
"27.04.2020","7,375","7,490","7,490","7,375","19,34%"
"24.04.2020","6,180","6,180","6,180","6,180","1,39%"
"23.04.2020","6,095","5,770","6,185","5,770","5,45%"
"22.04.2020","5,780","5,870","5,870","5,740","-1,11%"
"20.04.2020","5,845","6,010","6,070","5,845","-2,75%"
"17.04.2020","6,010","6,040","6,045","6,000","-0,50%"
"16.04.2020","6,040","6,210","6,210","6,040","-3,51%"
"15.04.2020","6,260","6,330","6,330","6,210","-1,11%"
"14.04.2020","6,330","6,490","6,490","6,330","-2,47%"
"13.04.2020","6,490","6,575","6,600","6,490","-1,29%"
"09.04.2020","6,575","6,755","6,755","6,575","-3,59%"
"08.04.2020","6,820","6,905","7,020","6,820","-1,80%"
"07.04.2020","6,945","7,015","7,015","6,795","0,36%"
"06.04.2020","6,920","7,135","7,135","6,850","-3,62%"
"03.04.2020","7,180","6,890","7,180","6,880","4,28%"
"02.04.2020","6,885","6,910","6,910","6,870","-1,15%"
"01.04.2020","6,965","6,715","6,965","6,715","4,34%"
"31.03.2020","6,675","6,725","6,725","6,675","-1,40%"
"30.03.2020","6,770","6,910","6,910","6,690","-2,73%"
"27.03.2020","6,960","6,980","7,160","6,905","-0,93%"
"26.03.2020","7,025","7,445","7,445","6,975","-5,32%"
"25.03.2020","7,420","8,355","8,355","7,420","-12,19%"
"24.03.2020","8,450","8,795","8,795","8,430","-4,09%"
"23.03.2020","8,810","8,305","8,810","8,305","9,03%"
"20.03.2020","8,080","8,085","8,085","7,920","-3,46%"
"19.03.2020","8,370","8,035","8,530","7,960","4,17%"
"18.03.2020","8,035","6,525","8,035","6,525","24,38%"
"17.03.2020","6,460","6,940","6,940","6,460","-10,65%"
"16.03.2020","7,230","7,040","7,640","6,960","2,55%"
"13.03.2020","7,050","8,130","8,130","7,050","-11,65%"
"12.03.2020","7,980","7,980","7,980","7,980","30,82%"
"11.03.2020","6,100","6,100","6,100","6,100","-0,65%"
"10.03.2020","6,140","6,255","6,255","6,140","-2,62%"
"09.03.2020","6,305","5,960","6,305","5,960","5,79%"
"06.03.2020","5,960","5,940","6,100","5,940","0,34%"
"05.03.2020","5,940","5,730","5,940","5,730","4,21%"
"04.03.2020","5,700","5,775","5,775","5,670","-0,18%"
"03.03.2020","5,710","6,060","6,060","5,710","-1,55%"
"02.03.2020","5,800","6,060","6,060","5,800","-4,29%"
"28.02.2020","6,060","6,045","6,060","6,045","0,75%"
"27.02.2020","6,015","6,120","6,125","6,015","-1,31%"
"26.02.2020","6,095","5,995","6,095","5,995","2,35%"
"21.02.2020","5,955","5,935","5,985","5,935","-0,42%"
"20.02.2020","5,980","5,905","5,980","5,905","1,44%"
"19.02.2020","5,895","5,935","5,955","5,895","-0,42%"
"18.02.2020","5,920","5,910","5,920","5,910","0,34%"
"17.02.2020","5,900","5,895","5,900","5,885","-0,25%"
"14.02.2020","5,915","6,020","6,020","5,915","-2,23%"
"13.02.2020","6,050","5,970","6,050","5,970","1,09%"
"12.02.2020","5,985","6,010","6,010","5,970","-0,17%"
"11.02.2020","5,995","6,090","6,090","5,995","-1,40%"
"10.02.2020","6,080","6,140","6,140","6,080","-0,49%"
"07.02.2020","6,110","6,085","6,140","6,040","1,16%"
"06.02.2020","6,040","5,995","6,085","5,995","0,33%"
"05.02.2020","6,020","6,055","6,055","6,020","-0,50%"
"04.02.2020","6,050","6,085","6,085","6,015","-0,08%"
"03.02.2020","6,055","6,145","6,145","6,055","-1,46%"
"31.01.2020","6,145","6,135","6,145","6,115","-0,24%"
"30.01.2020","6,160","6,110","6,160","6,075","1,07%"
"29.01.2020","6,095","6,125","6,125","6,085","-1,06%"
"28.01.2020","6,160","6,180","6,180","6,125","-0,48%"
"27.01.2020","6,190","6,210","6,240","6,180","-0,16%"
"24.01.2020","6,200","6,230","6,230","6,200","-0,32%"
"23.01.2020","6,220","6,210","6,260","6,210","0,00%"
"22.01.2020","6,220","6,255","6,255","6,220","-0,40%"
"21.01.2020","6,245","6,305","6,305","6,245","-0,87%"
"20.01.2020","6,300","6,295","6,315","6,295","-0,24%"
"17.01.2020","6,315","6,345","6,345","6,280","-0,24%"
"16.01.2020","6,330","6,235","6,330","6,235","1,69%"
"15.01.2020","6,225","6,295","6,295","6,225","-0,80%"
"14.01.2020","6,275","6,355","6,355","6,275","-1,10%"
"13.01.2020","6,345","6,295","6,345","6,295","1,12%"
"10.01.2020","6,275","6,295","6,295","6,275","-0,24%"
"09.01.2020","6,290","6,320","6,330","6,290","-0,16%"
"08.01.2020","6,300","6,360","6,360","6,300","-0,94%"
"07.01.2020","6,360","6,375","6,435","6,360","-0,24%"
"06.01.2020","6,375","6,335","6,475","6,335","0,95%"
"03.01.2020","6,315","6,310","6,340","6,310","-0,08%"
"02.01.2020","6,320","6,360","6,360","6,320","-0,19%"
"31.12.2019","6,332","6,332","6,332","6,332","-0,75%"
"30.12.2019","6,380","6,420","6,420","6,380","-1,09%"
"27.12.2019","6,450","6,445","6,475","6,445","0,55%"
"26.12.2019","6,415","6,510","6,510","6,415","-1,03%"
"24.12.2019","6,482","6,482","6,482","6,482","-0,58%"
"23.12.2019","6,520","6,580","6,580","6,520","-1,21%"
"20.12.2019","6,600","6,655","6,655","6,600","-0,23%"
"19.12.2019","6,615","6,495","6,615","6,495","2,48%"
"18.12.2019","6,455","6,545","6,545","6,455","-1,00%"
"17.12.2019","6,520","6,400","6,545","6,400","2,03%"
"16.12.2019","6,390","6,305","6,390","6,305","1,35%"
"13.12.2019","6,305","6,285","6,305","6,275","0,48%"
"12.12.2019","6,275","6,295","6,295","6,275","-0,16%"
"11.12.2019","6,285","6,295","6,295","6,275","-0,32%"
"10.12.2019","6,305","6,285","6,340","6,285","0,40%"
"09.12.2019","6,280","6,290","6,290","6,265","-0,40%"
"06.12.2019","6,305","6,380","6,380","6,290","-0,79%"
"05.12.2019","6,355","6,350","6,375","6,350","-0,39%"
"04.12.2019","6,380","6,415","6,415","6,350","-0,47%"
"03.12.2019","6,410","6,445","6,445","6,410","-0,39%"
"02.12.2019","6,435","6,450","6,495","6,435","0,55%"
"29.11.2019","6,400","6,470","6,470","6,400","-1,31%"
"28.11.2019","6,485","6,535","6,605","6,470","-1,14%"
"27.11.2019","6,560","6,520","6,560","6,520","0,00%"
"26.11.2019","6,560","6,475","6,560","6,475","2,98%"
"25.11.2019","6,370","6,385","6,385","6,370","0,08%"
"22.11.2019","6,365","6,330","6,435","6,330","-0,93%"
"21.11.2019","6,425","6,330","6,425","6,330","1,94%"
"20.11.2019","6,303","6,303","6,303","6,303","-0,11%"
"19.11.2019","6,310","6,295","6,310","6,235","1,53%"
"18.11.2019","6,215","6,255","6,255","6,200","-0,08%"
"14.11.2019","6,220","6,265","6,265","6,220","-0,40%"
"13.11.2019","6,245","6,285","6,335","6,245","0,81%"
"12.11.2019","6,195","6,135","6,285","5,965","0,98%"
"11.11.2019","6,135","6,165","6,185","6,135","-0,16%"
"08.11.2019","6,145","6,175","6,185","6,055","0,66%"
"07.11.2019","6,105","6,085","6,105","5,945","2,01%"
"06.11.2019","5,985","5,965","6,015","5,875","0,84%"
"05.11.2019","5,935","5,935","5,965","5,855","1,02%"
"04.11.2019","5,875","5,795","5,875","5,795","0,51%"
"01.11.2019","5,845","5,825","5,845","5,825","-1,10%"
"31.10.2019","5,910","5,910","5,910","5,910","-0,59%"
"30.10.2019","5,945","5,965","5,965","5,945","0,68%"
"29.10.2019","5,905","6,025","6,025","5,885","-0,17%"
"28.10.2019","5,915","5,985","5,985","5,915","-1,17%"
"25.10.2019","5,985","6,015","6,015","5,955","-1,32%"
"24.10.2019","6,065","6,025","6,065","6,025","0,66%"
"23.10.2019","6,025","6,095","6,095","6,025","-0,66%"
"22.10.2019","6,065","6,055","6,095","5,965","1,51%"
"21.10.2019","5,975","6,015","6,055","5,975","-0,50%"
"18.10.2019","6,005","6,125","6,125","5,965","-0,17%"
"17.10.2019","6,015","6,075","6,095","5,965","-0,82%"
"16.10.2019","6,065","6,265","6,265","6,045","-2,26%"
