Date,True Cotacao,Predicted Cotacao,Lower Bound,Upper Bound
2002-2,2.365,2.5144474168302944,2.403037647388535,2.6258571862720537
2002-5,2.518,2.3307609127468933,2.182364660948832,2.479157164544955
2002-6,2.8175,2.4968688384765896,2.3346135032545625,2.6591241736986166
2002-7,3.46,2.783539037727294,2.621016120770879,2.946061954683709
2002-8,3.0075,3.7652238958476936,3.519834853079627,4.01061293861576
2002-9,3.76,3.0913833028766535,2.7296059096594307,3.4531606960938763
2015-3,3.1947,2.734968745212198,2.3929434511647045,3.0769940392596915
2016-3,3.5925,4.044391032818696,3.6832888176359586,4.4054932480014335
2018-10,3.7218,4.10836721864786,3.7326003621199653,4.4841340751757555
2020-3,5.2046,4.503303045213034,4.115296576179496,4.891309514246572
2020-11,5.3319,5.875883070985707,5.467177692194965,6.284588449776449
2022-3,4.739,5.233165492628631,4.796985202224889,5.669345783032373
2022-6,5.2562,4.782934107987439,4.339105925343131,5.226762290631746
